Lnum	basehw	compound	resolution	in_sanhw1
14441	SaPa	Mukha-	muKaSaPa	True
14445	Sabda	jaya-	jayaSabda	True
14445	Sabda	Tāla-	tAlaSabda	True
14445	Sabda	Niḥśabda	niHSabda	True
14445	Sabda	Sa-śabda	sa-Sabda	False
14445	Sabda	Sādhu-	sADuSabda	True
14456	Sami	Mahā-śamī	mahA-SamI	False
14467	Saya	Guhā-	guhASaya	True
14467	Saya	Divā-	divASaya	True
14467	Saya	Nitya-	nityaSaya	True
14475	SayyA	A-dhaḥśayya	a-DaHSayya	False
14475	SayyA	Garbha-	garBaSayyA	True
14475	SayyA	Pṛthak-	pfTakSayyA	True
14475	SayyA	Bhū-	BUSayyA	True
14475	SayyA	Mahā-	mahASayyA	True
14475	SayyA	Vīra-	vIraSayyA	True
14477	Sara	A-yugma-	a-yugmaSara	False
14477	Sara	Kusuma-	kusumaSara	True
14477	Sara	Pañcaśara	paYcaSara	True
14477	Sara	Puṣpa-	puzpaSara	True
14477	Sara	Sa-	saSara	True
14477	Sara	Hari-	hariSara	True
14480	SaraRa	A-	aSaraRa	True
14480	SaraRa	Aśaraṇī-kṛta	aSaraRI-kfta	False
14480	SaraRa	Agni-	agniSaraRa	True
14483	Sarad	Pariṇata-śarad	pariRata-Sarad	False
14499	SarAva	Śaktu-	SaktuSarAva	False
14503	SarIra	A-	aSarIra	True
14503	SarIra	Liṅga-	liNgaSarIra	True
14503	SarIra	Śeṣa-	SezaSarIra	True
14503	SarIra	Sūkṣma-	sUkzmaSarIra	True
14505	SarIrin	A-	aSarIrin	True
14507	SarkarA	Guḍa-	guqaSarkarA	True
14507	SarkarA	Niḥśarkara	niHSarkara	True
14507	SarkarA	Maṇi-śaṅkha-śarkara	maRi-SaNKa-Sarkara	False
14507	SarkarA	Vṛhat-tuhinaśarkara	vfhat-tuhinaSarkara	False
14527	SalAkA	Ayas-kānta-	ayas-kAntaSalAkA	False
14527	SalAkA	Niḥśalāka	niHSalAka	True
14527	SalAkA	Vaṃśa-	vaMSaSalAkA	True
14529	Salka	Mahā-	mahASalka	True
14529	Salka	Sa-	saSalka	True
14531	Salya	Nis-	nisSalya	False
14531	Salya	Vi-	viSalya	True
14531	Salya	Sa-	saSalya	True
14538	Savara	Smara-	smaraSavara	False
14541	Savas	Satya-	satyaSavas	True
14553	Sastra	Ati-	atiSastra	True
14553	Sastra	Nis-	nisSastra	False
14553	Sastra	Nyasta-	nyastaSastra	True
14553	Sastra	Mahā-	mahASastra	True
14553	Sastra	Vi-	viSastra	True
14560	SAka	Utpala-	utpalaSAka	True
14560	SAka	Kāla-	kAlaSAka	True
14560	SAka	Tikta-	tiktaSAka	True
14560	SAka	Patra-	patraSAka	True
14574	SAKA	Tri-śākha	tri-SAKa	False
14574	SAKA	Skandha-	skanDaSAKA	True
14578	SAwa	Sthūla-śāṭi	sTUla-SAwi	False
14609	SAyin	Ūrdhva-	UrDvaSAyin	True
14609	SAyin	Eka-	ekaSAyin	True
14609	SAyin	Prāsāda-	prAsAdaSAyin	True
14609	SAyin	Yoga-	yogaSAyin	True
14609	SAyin	Sthaṇḍila-	sTaRqilaSAyin	True
14611	SAra	Kṛṣṇa-	kfzRaSAra	True
14628	SAla	Apūpa-	apUpaSAla	False
14628	SAla	Aśva-	aSvaSAla	False
14628	SAla	Aśva-calana-	aSva-calanaSAla	False
14628	SAla	Gāndharva-	gAnDarvaSAla	False
14628	SAla	Catuḥśāla	catuHSAla	True
14628	SAla	Candra-	candraSAla	False
14628	SAla	Citra-	citraSAla	True
14628	SAla	Nartana-	nartanaSAla	False
14628	SAla	Patnī-	patnISAla	True
14628	SAla	Parṇa-	parRaSAla	False
14628	SAla	Pāka-	pAkaSAla	False
14628	SAla	Raṅga-	raNgaSAla	False
14628	SAla	Ratha-	raTaSAla	False
14628	SAla	Śilpa-	SilpaSAla	True
14628	SAla	Sūda-	sUdaSAla	False
14635	SAlin	Abhimāna-	aBimAnaSAlin	True
14635	SAlin	Naya-	nayaSAlin	True
14635	SAlin	Bāhu-	bAhuSAlin	True
14635	SAlin	Vīrya-	vIryaSAlin	True
14640	SAlUka	Kaṇṭha-	kaRWaSAlUka	True
14643	SAlmali	Kūṭa-	kUwaSAlmali	True
14649	SASvata	A-	aSASvata	True
14649	SASvata	Pari-	pariSASvata	True
14651	SAs	A-	aSAs	False
14652	SAsana	Kūṭa-	kUwaSAsana	True
14652	SAsana	Tāmra-	tAmraSAsana	True
14652	SAsana	Dus-	dusSAsana	False
14652	SAsana	Dharma-	DarmaSAsana	True
14652	SAsana	Para-	paraSAsana	True
14652	SAsana	Pura-	puraSAsana	True
14652	SAsana	Bhīma-	BImaSAsana	True
14652	SAsana	Mahā-	mahASAsana	True
14656	SAstra	Calacchāstra	calacCAstra	False
14656	SAstra	Jñāna-	jYAnaSAstra	True
14656	SAstra	Tarka-	tarkaSAstra	True
14656	SAstra	Dharma-	DarmaSAstra	True
14656	SAstra	Naya-	nayaSAstra	True
14656	SAstra	Yathā-śāstra + m	yaTA-SAstra + m	False
14656	SAstra	Śabda-	SabdaSAstra	True
14656	SAstra	Haya-	hayaSAstra	True
14656	SAstra	Hetu-	hetuSAstra	True
14667	SikzA	Upa-	upaSikzA	True
14667	SikzA	Gaja-	gajaSikzA	True
14671	SiKaRqin	Citra-	citraSiKaRqin	True
14671	SiKaRqin	Sa-	saSiKaRqin	True
14672	SiKara	Tri-	triSiKara	True
14674	SiKA	Agni-śikha	agni-SiKa	False
14674	SiKA	Ucchikha	ucCiKa	True
14674	SiKA	Tri-śikha	tri-SiKa	False
14674	SiKA	Dīpa-	dIpaSiKA	True
14674	SiKA	Dīpta-śikha	dIpta-SiKa	False
14674	SiKA	Stana-	stanaSiKA	True
14678	SiKin	Śastra-	SastraSiKin	True
14692	SiTila	A-	aSiTila	True
14698	Sira	Tri-	triSira	True
14700	Siras	A-	aSiras	True
14700	Siras	Abhra-	aBraSiras	True
14700	Siras	Aśva-	aSvaSiras	True
14700	Siras	Uccaiḥśiras	uccEHSiras	True
14700	Siras	Kapāla-	kapAlaSiras	True
14700	Siras	Kūrca-	kUrcaSiras	True
14700	Siras	Tri-	triSiras	True
14700	Siras	Dvi-	dviSiras	True
14700	Siras	Bhuja-	BujaSiras	True
14700	Siras	Mṛga-	mfgaSiras	True
14700	Siras	Śiśu-māra-	SiSu-mAraSiras	False
14707	SiroDarA	Mahā-kāya-śirodhara	mahA-kAya-SiroDara	False
14711	Sila	Gaṇḍa-śilā	gaRqa-SilA	False
14711	Sila	Jāta-rūpa-śila	jAta-rUpa-Sila	False
14711	Sila	Tīrtha-śilā	tIrTa-SilA	False
14711	Sila	Badhya-	baDyaSila	False
14711	Sila	Manaḥśila	manaHSila	True
14711	Sila	Svalpa-śilā	svalpa-SilA	False
14716	Silpa	Kṛta-	kftaSilpa	True
14719	Siva	A-	aSiva	True
14719	Siva	Sadā-	sadASiva	True
14731	Siz	Viṣama-	vizamaSiz	False
14738	SIkara	Kara-	karaSIkara	True
14742	SIta	A-	aSIta	True
14744	SItala	A-	aSItala	True
14744	SItala	Ati-	atiSItala	True
14744	SItala	Su-	suSItala	True
14744	SItala	Hima-	himaSItala	True
14745	SItkAra	Sa-śītkāra + m	sa-SItkAra + m	False
14752	SIrza	Go-	goSIrza	True
14752	SIrza	Tri-	triSIrza	True
14752	SIrza	Daśaśīrṣa	daSaSIrza	True
14752	SIrza	Pañca-	paYcaSIrza	True
14752	SIrza	Pūrva-	pUrvaSIrza	True
14752	SIrza	Mṛga-	mfgaSIrza	True
14753	SIrzaka	Sthūla-śīrṣikā	sTUla-SIrzikA	False
14757	SIla	A-	aSIla	True
14757	SIla	Abhi-vādana-	aBi-vAdanaSIla	False
14757	SIla	Guṇa-	guRaSIla	True
14757	SIla	Dāna-	dAnaSIla	True
14757	SIla	Dus-	dusSIla	False
14757	SIla	Duḥkha-	duHKaSIla	True
14757	SIla	Dharma-	DarmaSIla	True
14757	SIla	Puṇya-	puRyaSIla	True
14757	SIla	Māṃsa-	mAMsaSIla	True
14757	SIla	Mṛgayā-	mfgayASIla	True
14757	SIla	Yajña-	yajYaSIla	True
14757	SIla	Vi-	viSIla	True
14757	SIla	Viṣama-	vizamaSIla	True
14757	SIla	Śānti-	SAntiSIla	True
14757	SIla	Sādhu-	sADuSIla	True
14757	SIla	Su-	suSIla	True
14757	SIla	Snāna-	snAnaSIla	True
14760	SIlavant	Śruti-	SrutiSIlavant	True
14764	Suka	Gṛha-	gfhaSuka	True
14767	Sukti	Mahā-	mahASukti	True
14771	Sukla	Pañcaśukla	paYcaSukla	True
14771	Sukla	Mahā-śuklā	mahA-SuklA	False
14776	Suc	A-	aSuc	True
14779	Suci	A-	aSuci	True
14779	Suci	Upadhā-	upaDASuci	True
14790	SuRqikA	Gala-	galaSuRqikA	True
14794	SudDi	Agni-	agniSudDi	True
14794	SudDi	Dravya-	dravyaSudDi	True
14794	SudDi	Vaira-	vEraSudDi	True
14795	SuD	A-	aSuD	False
14795	SuD	Ati-	atiSuD	False
14806	SuBa	A-	aSuBa	True
14806	SuBa	Śubhāśubha	SuBASuBa	True
14809	SuBra	Mahā-	mahASuBra	True
14814	Sulka	Guṇa-, Dhana-	guRa-, DanaSulka	False
14819	SuSrUzA	Agni-	agniSuSrUzA	True
14819	SuSrUzA	Caraṇa-	caraRaSuSrUzA	True
14819	SuSrUzA	Pari-	pariSuSrUzA	True
14819	SuSrUzA	Pāda-	pAdaSuSrUzA	True
14828	Suzma	An-anta-	an-antaSuzma	False
14831	SUka	Śasya-	SasyaSUka	True
14831	SUka	Śita	Sita	True
14833	SUdra	Mahā-	mahASUdra	True
14839	SUnya	A-	aSUnya	True
14839	SUnya	Anyathā-siddhi-	anyaTA-sidDiSUnya	False
14839	SUnya	Pari-	pariSUnya	True
14839	SUnya	Sarva-	sarvaSUnya	True
14840	SUnyatA	Mātṛ-	mAtfSUnyatA	False
14843	SUra	Piṇḍī-	piRqISUra	True
14843	SUra	Sva-bhāva-	sva-BAvaSUra	False
14851	SUla	A-kāṇḍa-	a-kARqaSUla	False
14851	SUla	Karṇa-	karRaSUla	True
14851	SUla	Kukṣi-	kukziSUla	True
14851	SUla	Tri-	triSUla	True
14851	SUla	Danta-	dantaSUla	True
14854	SUlin	Tri-	triSUlin	True
14859	SfNKala	Uccṛṅkhala	uccfNKala	False
14859	SfNKala	Chinna-	CinnaSfNKala	False
14859	SfNKala	Vi-	viSfNKala	True
14860	SfNga	A-	aSfNga	True
14860	SfNga	Ṛksāmaśṛṅga	fksAmaSfNga	True
14860	SfNga	Eka-	ekaSfNga	True
14860	SfNga	Catuḥśṛ˚	catuHSf˚	False
14860	SfNga	Prabāla-maṇi-	prabAla-maRiSfNga	False
14860	SfNga	Sa-	saSfNga	False
14866	SfNgin	Prabāla-maṇi-	prabAla-maRiSfNgin	False
14871	SeKara	Indu-, Candra-	indu-, candraSeKara	False
14882	Seza	Ālekhya-	AleKyaSeza	True
14882	Seza	Kārya-	kAryaSeza	True
14882	Seza	Jiva-	jivaSeza	False
14882	Seza	Deva-	devaSeza	True
14882	Seza	Nāma-śeṣa	nAma-Seza	False
14882	Seza	Niḥ-śeṣa	niH-Seza	False
14882	Seza	Malamallaka-	malamallakaSeza	True
14882	Seza	Yaśas-	yaSasSeza	False
14882	Seza	Vākya-	vAkyaSeza	True
14882	Seza	Smṛti-	smftiSeza	True
14882	Seza	Hata-	hataSeza	True
14891	SEla	Krīḍā	krIqA	True
14891	SEla	Tārkṣya-	tArkzyaSEla	True
14891	SEla	Tuhina-	tuhinaSEla	True
14891	SEla	Pañcaśaila	paYcaSEla	True
14891	SEla	Badarī-	badarISEla	True
14891	SEla	Mantha-	manTaSEla	True
14891	SEla	Mahā-	mahASEla	True
14892	SElaja	Hima-	himaSElaja	True
14906	So	Su-niśita	su-niSita	False
14907	Soka	A-	aSoka	True
14907	Soka	Tri-	triSoka	True
14907	Soka	Niḥś˚	niHS˚	False
14907	Soka	Vita-	vitaSoka	False
14907	Soka	Sa-	saSoka	True
14907	Soka	Hṛcchoka	hfcCoka	True
14911	Socis	Śukra-	SukraSocis	True
14915	SoRita	Jiva-	jivaSoRita	False
14915	SoRita	Pūya-	pUyaSoRita	True
14920	SoPa	Danta-	dantaSoPa	True
14922	SoBana	Vana-	vanaSoBana	True
14923	SoBin	Smita-	smitaSoBin	True
14924	Soza	Tālu-	tAluSoza	True
14924	Soza	Dus-	dusSoza	False
14924	Soza	Pari-	pariSoza	True
14931	SOca	A-	aSOca	True
14931	SOca	Artha-	arTaSOca	True
14938	SORqa	Dāna-	dAnaSORqa	True
14952	SmaSAna	Pāreśmaśānam	pAreSmaSAnam	True
14953	SmaSru	Rakta-	raktaSmaSru	True
14953	SmaSru	Sa-	saSmaSru	True
14953	SmaSru	Sita-	sitaSmaSru	True
14977	SradDa	A-śraddhā	a-SradDA	False
14977	SradDa	Yathā-śraddha + m	yaTA-SradDa + m	False
14985	Sram	A-śrānta + m	a-SrAnta + m	False
14985	Sram	Ati-	atiSram	False
14986	Srama	A-	aSrama	True
14986	Srama	Ati-	atiSrama	True
14986	Srama	Kṛta-	kftaSrama	True
14986	Srama	Khyāta-vyākaraṇa-	KyAta-vyAkaraRaSrama	False
14986	Srama	Jita-	jitaSrama	True
14986	Srama	Matta-ibha-kumbha-vidalana-kṛta-	matta-iBa-kumBa-vidalana-kftaSrama	False
14986	Srama	Vṛthā-	vfTASrama	True
14986	Srama	Sa-	saSrama	True
14992	Srava	Karṇa-	karRaSrava	True
14992	Srava	Su-dus-	su-dusSrava	False
14993	SravaRa	Ugra-	ugraSravaRa	False
14994	Sravas	Uccaiḥśravas	uccEHSravas	True
14994	Sravas	Cakṣuḥśravas	cakzuHSravas	True
14994	Sravas	Dirgha-	dirGaSravas	False
14994	Sravas	Deva-	devaSravas	True
14994	Sravas	Pṛthu-	pfTuSravas	True
14994	Sravas	Viṣṭara-	vizwaraSravas	True
14994	Sravas	Vṛddha-	vfdDaSravas	True
14994	Sravas	Su-	suSravas	True
14999	SrAdDa	Vṛddhi-	vfdDiSrAdDa	True
15006	SrAvaRa	Satya-	satyaSrAvaRa	True
15008	Sri	An-eka-	an-ekaSri	False
15008	Sri	Para-	paraSri	False
15014	SrI	Apa-	apaSrI	True
15014	SrI	Jaya-	jayaSrI	True
15014	SrI	Mahā-	mahASrI	True
15019	Sru	Ku-	kuSru	False
15019	Sru	Bahu-	bahuSru	False
15023	Sruti	A-	aSruti	True
15023	Sruti	Śhakṣuḥśruti	ShakzuHSruti	False
15023	Sruti	Pūrṇa-	pUrRaSruti	True
15023	Sruti	Yathā-	yaTASruti	True
15029	SreRi	Pada-	padaSreRi	True
15030	SreyaMs	A-	aSreyaMs	True
15034	SrezWa	Kuru-, Bharata-, Bhṛgu-	kuru-, Barata-, BfguSrezWa	False
15034	SrezWa	Muni-	muniSrezWa	False
15034	SrezWa	Varṇa-	varRaSrezWa	True
15041	SroRi	Pṛthu-śronī	pfTu-SronI	False
15041	SroRi	Mahā-kaṭi-taṭa-śroṇī	mahA-kawi-tawa-SroRI	False
15041	SroRi	Su-śroṇī	su-SroRI	False
15045	Srotriya	A-	aSrotriya	True
15045	Srotriya	Mantriśrotriya	mantriSrotriya	True
15053	SlaTa	A-pari-ślatha + m	a-pari-SlaTa + m	False
15056	SlAGA	Sa-ślāgha + m	sa-SlAGa + m	False
15059	Sliz	Su-	suSliz	False
15063	SlIla	A-	aSlIla	True
15072	Sloka	Puṇya-	puRyaSloka	True
15083	Svan	Deva-śunī	deva-SunI	False
15083	Svan	Vana-śvan	vana-Svan	False
15101	Svas	Su-	suSvas	False
15102	Svas	Paraśvas	paraSvas	True
15109	SvAsa	Chinna-	CinnaSvAsa	True
15115	Sveta	Mahā-	mahASveta	True
15119	zawka	Ūrmi-	Urmizawka	False
15126	zaRqa	Kamala-	kamalazaRqa	False
15126	zaRqa	Taru-	taruzaRqa	True
15126	zaRqa	Padma-	padmazaRqa	True
15129	zaz	Dvi-	dvizaz	True
15130	zazwa	Eka-	ekazazwa	True
15130	zazwa	Ekona-	ekonazazwa	False
15130	zazwa	Dvā-	dvAzazwa	True
15130	zazwa	Tri-	trizazwa	True
15130	zazwa	Catuḥṣ˚	catuHz˚	False
15130	zazwa	Pañcaṣ˚	paYcaz˚	False
15131	zazwi	Eka-	ekazazwi	True
15131	zazwi	Dvā-	dvAzazwi	True
15131	zazwi	Catuḥṣ˚	catuHz˚	False
15131	zazwi	Pañcaṣ˚	paYcaz˚	False
15134	zazwitama	Eka-	ekazazwitama	True
15134	zazwitama	Dvā-	dvAzazwitama	True
15134	zazwitama	Tri-	trizazwitama	True
15134	zazwitama	Catuḥṣ˚	catuHz˚	False
15134	zazwitama	Pañcaṣ˚	paYcaz˚	False
15134	zazwitama	Navaṣ˚	navaz˚	False
15135	zazwiDA	Tri-	trizazwiDA	True
15136	zazWa	Mātṛ-	mAtfzazWa	True
15145	zoqaSa	Pari-	parizoqaSa	True
15145	zoqaSa	Vṛṣabha-	vfzaBazoqaSa	True
15152	zWIvana	Kūrca-	kUrcazWIvana	False
15157	saMyama	Vāksaṃyama	vAksaMyama	True
15173	saMroDa	Kāla-	kAlasaMroDa	True
15178	saMvatsara	Pari-	parisaMvatsara	True
15198	saMvid	Na-	nasaMvid	True
15215	saMSaya	A-	asaMSaya	True
15215	saMSaya	Artha-	arTasaMSaya	True
15215	saMSaya	Nis-	nissaMSaya	False
15215	saMSaya	Prāṇa-	prARasaMSaya	True
15215	saMSaya	Vi-saṃśaya + m	vi-saMSaya + m	False
15215	saMSaya	Sa-	sasaMSaya	True
15222	saMSraya	Anyonya-	anyonyasaMSraya	True
15222	saMSraya	Eka-	ekasaMSraya	True
15222	saMSraya	Kaṣṭa-	kazwasaMSraya	True
15222	saMSraya	Bhuja-	BujasaMSraya	True
15223	saMSrava	A-	asaMSrava	True
15225	saMSleza	A-ghaṭita-	a-GawitasaMSleza	False
15235	saMsAra	Ā-	AsaMsAra	True
15245	saMskAra	Agni-	agnisaMskAra	True
15245	saMskAra	Dus-	dussaMskAra	False
15245	saMskAra	Keśa-	keSasaMskAra	False
15245	saMskAra	Pātra-	pAtrasaMskAra	True
15245	saMskAra	Punaḥsaṃskāra	punaHsaMskAra	True
15245	saMskAra	Śarīra-	SarIrasaMskAra	True
15255	saMsTa	Dūra-	dUrasaMsTa	True
15255	saMsTa	Dhara-	DarasaMsTa	True
15255	saMsTa	Phala-	PalasaMsTa	True
15255	saMsTa	Brāhmaṇa-	brAhmaRasaMsTa	True
15255	saMsTa	Sva-	svasaMsTa	False
15260	saMsparSa	Duḥkha-	duHKasaMsparSa	True
15265	saMsrAva	Karṇa-	karRasaMsrAva	True
15268	saMhati	Ari-	arisaMhati	False
15268	saMhati	Bhinna-	BinnasaMhati	True
15268	saMhati	Śastra-	SastrasaMhati	True
15268	saMhati	Hima-	himasaMhati	True
15269	saMhanana	Siṃha-	siMhasaMhanana	True
15274	saMhAra	Sa-	sasaMhAra	True
15278	sakASa	Yūtha-pati-sakāśa + m	yUTa-pati-sakASa + m	False
15279	sakft	A-	asakft	True
15280	sakti	Ati-	atisakti	True
15281	saktimant	Ati-	atisaktimant	True
15300	saMkalpa	Dhṛta-	DftasaMkalpa	True
15300	saMkalpa	Pāpa-	pApasaMkalpa	True
15300	saMkalpa	Śiva-	SivasaMkalpa	True
15300	saMkalpa	Siddha-	sidDasaMkalpa	True
15300	saMkalpa	Hṛṣṭa-	hfzwasaMkalpa	True
15302	saMkasuka	A-	asaMkasuka	True
15312	saMkrama	Sūrya-saṃkrama	sUrya-saMkrama	False
15313	saMkramaRa	Garbha-	garBasaMkramaRa	True
15314	saMkrAnti	Uttarāyaṇa-	uttarAyaRasaMkrAnti	False
15314	saMkrAnti	Sūrya-	sUryasaMkrAnti	True
15322	saMKya	A-	asaMKya	True
15322	saMKya	Kula-	kulasaMKya	False
15322	saMKya	Go-	gosaMKya	True
15322	saMKya	Daśārdha-	daSArDasaMKya	False
15322	saMKya	Śata-saṃkhya	Sata-saMKya	False
15322	saMKya	Sahasra-	sahasrasaMKya	True
15327	saNga	A-	asaNga	True
15327	saNga	Dus-	dussaNga	False
15327	saNga	Nis-	nissaNga	False
15327	saNga	Mukta-	muktasaNga	True
15327	saNga	Yathā-saṅga + m	yaTA-saNga + m	False
15327	saNga	Satsaṅga	satsaNga	True
15329	saMgama	Trad-	tradsaMgama	False
15332	saMgara	Satya-	satyasaMgara	True
15338	saMgraha	Dāra-	dArasaMgraha	True
15338	saMgraha	Dharma-	DarmasaMgraha	True
15338	saMgraha	Madhyama-	maDyamasaMgraha	True
15338	saMgraha	Sāra-	sArasaMgraha	True
15339	saMgrahaRa	Pāṇi-	pARisaMgrahaRa	True
15339	saMgrahaRa	Strī-	strIsaMgrahaRa	True
15344	saMGawwa	A-	asaMGawwa	True
15347	saMGarza	Danta-	dantasaMGarza	True
15349	saMGaSas	Śata-	SatasaMGaSas	True
15353	saMGAtavant	Bhrātṛ-	BrAtfsaMGAtavant	False
15356	saciva	Dhī-	DIsaciva	True
15356	saciva	Narmasaciva	narmasaciva	True
15369	saMcaya	Ati-	atisaMcaya	True
15373	saMcara	Mūrti-	mUrtisaMcara	True
15377	saMcAra	Duḥkha-	duHKasaMcAra	True
15377	saMcAra	Dus-	dussaMcAra	False
15377	saMcAra	Nis-	nissaMcAra	False
15377	saMcAra	Pātra-	pAtrasaMcAra	True
15377	saMcAra	Bhūta-	BUtasaMcAra	True
15380	saMcArin	Bhūta-saṃcāriṇī	BUta-saMcAriRI	False
15381	saYj	A-	asaYj	False
15392	saMjYA	Antaḥsaṃjña	antaHsaMjYa	True
15392	saMjYA	Kṛta-	kftasaMjYA	False
15392	saMjYA	A-kṛta-	a-kftasaMjYA	False
15392	saMjYA	Gata-	gatasaMjYA	False
15392	saMjYA	Jīva-	jIvasaMjYA	False
15392	saMjYA	Nis-	nissaMjYA	False
15392	saMjYA	Vi-	visaMjYA	False
15392	saMjYA	Sūrya-saṃjña	sUrya-saMjYa	False
15392	saMjYA	Soma-	somasaMjYA	False
15394	saMjYita	Kara-	karasaMjYita	False
15396	saMjvara	A-	asaMjvara	True
15411	satkAra	A-	asatkAra	True
15411	satkAra	Atithi-	atiTisatkAra	True
15412	satkriyA	Anta-	antasatkriyA	True
15415	sattra	Dīrgha-	dIrGasattra	True
15415	sattra	Deva-	devasattra	True
15415	sattra	Pañcasattra	paYcasattra	True
15415	sattra	Brahmasattra	brahmasattra	True
15416	sattrin	Dīrgha-	dIrGasattrin	True
15417	sattva	A-	asattva	True
15417	sattva	A-dīna-	a-dInasattva	False
15417	sattva	Āpanna-	Apannasattva	False
15417	sattva	Gata-	gatasattva	True
15417	sattva	Deva-	devasattva	True
15417	sattva	Nis-	nissattva	False
15417	sattva	Bodhi-	boDisattva	True
15417	sattva	Ati-bodhi-sattva	ati-boDi-sattva	False
15417	sattva	Mahā-	mahAsattva	True
15417	sattva	Mūḍha-	mUQasattva	True
15417	sattva	Sa-	sasattva	True
15422	satya	A-	asatya	True
15426	satyatA	Nis-	nissatyatA	False
15435	sad	Mahā-	mahAsad	False
15435	sad	An-āsādita	an-AsAdita	False
15438	sadana	Rājasadana	rAjasadana	True
15446	sadfSa	A-	asadfSa	True
15446	sadfSa	An-anya-	an-anyasadfSa	False
15447	sadman	Deva-	devasadman	True
15447	sadman	Bloga-	blogasadman	False
15447	sadman	Sura-	surasadman	True
15467	saMtati	Kula-	kulasaMtati	True
15474	saMtoza	A-	asaMtoza	True
15476	saMtozavant	A-	asaMtozavant	True
15491	saMdeha	Nis-	nissaMdeha	False
15495	saMDA	Jala-saṃdha	jala-saMDa	False
15495	saMDA	Jarā-saṃdha	jarA-saMDa	False
15495	saMDA	Satya-saṃdha	satya-saMDa	False
15495	saMDA	A-satya-saṃdha	a-satya-saMDa	False
15496	saMDAna	Ati-	atisaMDAna	True
15496	saMDAna	Abhi-	aBisaMDAna	True
15496	saMDAna	Dus-	dussaMDAna	False
15498	saMDi	Kapāla-	kapAlasaMDi	True
15498	saMDi	Dhruva-	DruvasaMDi	True
15498	saMDi	Pada-	padasaMDi	True
15498	saMDi	Parvasaṃdhi	parvasaMDi	True
15498	saMDi	Sam-gata-	sam-gatasaMDi	False
15498	saMDi	Saṃtāna-	saMtAnasaMDi	True
15498	saMDi	Sama-	samasaMDi	True
15498	saMDi	Su-kara-	su-karasaMDi	False
15499	saMDita	A-	asaMDita	True
15499	saMDita	Ati-	atisaMDita	True
15499	saMDita	Sama-	samasaMDita	True
15499	saMDita	Su-	susaMDita	True
15503	saMDyA	Agra-	agrasaMDyA	True
15503	saMDyA	Upa-saṃdhya + m	upa-saMDya + m	False
15503	saMDyA	Tri-saṃdhya	tri-saMDya	False
15503	saMDyA	Sa-saṃdhya	sa-saMDya	False
15509	saMnahana	Sarva-	sarvasaMnahana	True
15511	saMnAha	Vi-	visaMnAha	True
15511	saMnAha	Sarva-	sarvasaMnAha	True
15516	saMniDAna	Kula-saṃnidhi	kula-saMniDi	False
15522	saMniveSa	Bhūmi-	BUmisaMniveSa	True
15522	saMniveSa	Samāja-	samAjasaMniveSa	False
15530	sapatna	A-	asapatna	True
15536	saptaka	Saptasaptaka	saptasaptaka	True
15538	saptati	Eka-	ekasaptati	True
15538	saptati	Drā-	drAsaptati	False
15538	saptati	Pañcas˚	paYcas˚	False
15538	saptati	Saptas˚	saptas˚	False
15538	saptati	Śuka-	Sukasaptati	True
15539	saptatitama	Dvi-	dvisaptatitama	True
15539	saptatitama	Tri-	trisaptatitama	True
15539	saptatitama	Catuḥs˚	catuHs˚	False
15539	saptatitama	Navas˚	navas˚	False
15542	saptaDA	Dvi-	dvisaptaDA	True
15543	saptan	Tri-	trisaptan	True
15543	saptan	Pañcasaptan	paYcasaptan	True
15543	saptan	Saptasaptan	saptasaptan	False
15547	sapti	Saptasapti	saptasapti	True
15547	sapti	Sita-	sitasapti	True
15551	saBA	Rājasabhā	rAjasaBA	True
15551	saBA	Strī-sabha	strI-saBa	False
15551	saBA	Hrasva-sabhā	hrasva-saBA	False
15561	sama	A-	asama	True
15561	sama	Catuḥsama	catuHsama	True
15563	samagra	A-	asamagra	True
15568	samaYjasa	A-	asamaYjasa	True
15582	samaya	Ṛtu-	ftusamaya	True
15582	samaya	Yathā-samaya + m	yaTA-samaya + m	False
15582	samaya	Lagna-	lagnasamaya	True
15586	samarTa	A-	asamarTa	True
15586	samarTa	Ati-	atisamarTa	True
15594	samavAyin	A-	asamavAyin	True
15607	samAgama	Dhūrta-	DUrtasamAgama	True
15609	samAcAra	Mokṣa-kriyā-	mokza-kriyAsamAcAra	False
15609	samAcAra	Vṛthā-kula-	vfTA-kulasamAcAra	False
15609	samAcAra	Sādhu-	sADusamAcAra	True
15610	samAja	Dyūta-	dyUtasamAja	True
15610	samAja	Prekṣā-	prekzAsamAja	True
15626	samAmnAya	Paśu-	paSusamAmnAya	True
15666	samIkza	A-samīkṣa + m	a-samIkza + m	False
15672	samIpatas	Asmad-	asmadsamIpatas	False
15672	samIpatas	Deva-rāja-	deva-rAjasamIpatas	False
15692	samutsuka	Pari-	parisamutsuka	True
15695	samutseDa	Haima-citra-	hEma-citrasamutseDa	False
15706	samudBava	Kula-	kulasamudBava	True
15706	samudBava	Majja-samudbhava	majja-samudBava	False
15706	samudBava	Mad-bandhana-	mad-banDanasamudBava	False
15706	samudBava	Vahni-dāha-	vahni-dAhasamudBava	False
15706	samudBava	Sārtha-bhraṃśa-	sArTa-BraMSasamudBava	False
15708	samudra	Kṣāra-	kzArasamudra	True
15708	samudra	Kṣīra-	kzIrasamudra	True
15708	samudra	Saṃsāra-	saMsArasamudra	True
15721	samUha	Dāyāda-	dAyAdasamUha	False
