OrigL	AssignedL
5248.XYZ	5248.002
5250.XYZ	5250.002
5250.XYZ	5250.004
5250.XYZ	5250.006
5250.XYZ	5250.008
5250.XYZ	5250.010
5250.XYZ	5250.012
5250.XYZ	5250.014
5250.XYZ	5250.016
5251.XYZ	5251.002
5251.XYZ	5251.004
5251.XYZ	5251.006
5251.XYZ	5251.008
5251.XYZ	5251.010
5251.XYZ	5251.012
5251.XYZ	5251.014
5251.XYZ	5251.016
5251.XYZ	5251.018
5251.XYZ	5251.020
5251.XYZ	5251.022
5251.XYZ	5251.024
5251.XYZ	5251.026
5251.XYZ	5251.028
5251.XYZ	5251.030
5251.XYZ	5251.032
5251.XYZ	5251.034
5251.XYZ	5251.036
5251.XYZ	5251.038
5252.XYZ	5252.002
5254.XYZ	5254.002
5255.XYZ	5255.002
5263.XYZ	5263.002
5263.XYZ	5263.004
5265.XYZ	5265.002
5265.XYZ	5265.004
5265.XYZ	5265.006
5265.XYZ	5265.008
5265.XYZ	5265.010
5265.XYZ	5265.012
5265.XYZ	5265.014
5265.XYZ	5265.016
5265.XYZ	5265.018
5265.XYZ	5265.020
5265.XYZ	5265.022
5265.XYZ	5265.024
5265.XYZ	5265.026
5265.XYZ	5265.028
5265.XYZ	5265.030
5279.XYZ	5279.002
5280.XYZ	5280.002
5287.XYZ	5287.002
5287.XYZ	5287.004
5287.XYZ	5287.006
5287.XYZ	5287.008
5287.XYZ	5287.010
5297.XYZ	5297.002
5297.XYZ	5297.004
5311.XYZ	5311.002
5311.XYZ	5311.004
5311.XYZ	5311.006
5311.XYZ	5311.008
5311.XYZ	5311.010
5325.XYZ	5325.002
5336.XYZ	5336.002
5336.XYZ	5336.004
5336.XYZ	5336.006
5338.XYZ	5338.002
5350.XYZ	5350.002
5358.XYZ	5358.002
5358.XYZ	5358.004
5358.XYZ	5358.006
5358.XYZ	5358.008
5358.XYZ	5358.010
5358.XYZ	5358.012
5358.XYZ	5358.014
5358.XYZ	5358.016
5363.XYZ	5363.002
5363.XYZ	5363.004
5363.XYZ	5363.006
5363.XYZ	5363.008
5363.XYZ	5363.010
5368.XYZ	5368.002
5372.XYZ	5372.002
5372.XYZ	5372.004
5372.XYZ	5372.006
5372.XYZ	5372.008
5373.XYZ	5373.002
5400.XYZ	5400.002
5400.XYZ	5400.004
5400.XYZ	5400.006
5400.XYZ	5400.008
5412.XYZ	5412.002
5429.XYZ	5429.002
5434.XYZ	5434.002
5434.XYZ	5434.004
5438.XYZ	5438.002
5438.XYZ	5438.004
5438.XYZ	5438.006
5438.XYZ	5438.008
5438.XYZ	5438.010
5446.XYZ	5446.002
5446.XYZ	5446.004
5446.XYZ	5446.006
5447.XYZ	5447.002
5451.XYZ	5451.002
5451.XYZ	5451.004
5451.XYZ	5451.006
5451.XYZ	5451.008
5458.XYZ	5458.002
5458.XYZ	5458.004
5458.XYZ	5458.006
5458.XYZ	5458.008
5458.XYZ	5458.010
5458.XYZ	5458.012
5458.XYZ	5458.014
5461.XYZ	5461.002
5474.XYZ	5474.002
5483.XYZ	5483.002
5497.XYZ	5497.002
5497.XYZ	5497.004
5497.XYZ	5497.006
5501.XYZ	5501.002
5503.XYZ	5503.002
5503.XYZ	5503.004
5503.XYZ	5503.006
5506.XYZ	5506.002
5506.XYZ	5506.004
5506.XYZ	5506.006
5518.XYZ	5518.002
5525.XYZ	5525.002
5525.XYZ	5525.004
5538.XYZ	5538.002
5538.XYZ	5538.004
5546.XYZ	5546.002
5546.XYZ	5546.004
5546.XYZ	5546.006
5546.XYZ	5546.008
5546.XYZ	5546.010
5546.XYZ	5546.012
5552.XYZ	5552.002
5552.XYZ	5552.004
5637.XYZ	5637.002
5637.XYZ	5637.004
5637.XYZ	5637.006
5640.XYZ	5640.002
5648.XYZ	5648.002
5657.XYZ	5657.002
5657.XYZ	5657.004
5657.XYZ	5657.006
5663.XYZ	5663.002
5663.XYZ	5663.004
5663.XYZ	5663.006
5663.XYZ	5663.008
5663.XYZ	5663.010
5678.XYZ	5678.002
5678.XYZ	5678.004
5678.XYZ	5678.006
5679.XYZ	5679.002
5679.XYZ	5679.004
5679.XYZ	5679.006
5679.XYZ	5679.008
5682.XYZ	5682.002
5689.XYZ	5689.002
5689.XYZ	5689.004
5689.XYZ	5689.006
5689.XYZ	5689.008
5689.XYZ	5689.010
5689.XYZ	5689.012
5693.XYZ	5693.002
5693.XYZ	5693.004
5693.XYZ	5693.006
5693.XYZ	5693.008
5693.XYZ	5693.010
5693.XYZ	5693.012
5693.XYZ	5693.014
5693.XYZ	5693.016
5703.XYZ	5703.002
5705.XYZ	5705.002
5712.XYZ	5712.002
5715.XYZ	5715.002
5715.XYZ	5715.004
5715.XYZ	5715.006
5715.XYZ	5715.008
5715.XYZ	5715.010
5719.XYZ	5719.002
5728.XYZ	5728.002
5734.XYZ	5734.002
5745.XYZ	5745.002
5745.XYZ	5745.004
5748.XYZ	5748.002
5750.XYZ	5750.002
5751.XYZ	5751.002
5751.XYZ	5751.004
5763.XYZ	5763.002
5763.XYZ	5763.004
5763.XYZ	5763.006
5763.XYZ	5763.008
5767.XYZ	5767.002
5768.XYZ	5768.002
5772.XYZ	5772.002
5777.XYZ	5777.002
5777.XYZ	5777.004
5777.XYZ	5777.006
5784.XYZ	5784.002
5784.XYZ	5784.004
5784.XYZ	5784.006
5784.XYZ	5784.008
5784.XYZ	5784.010
5784.XYZ	5784.012
5784.XYZ	5784.014
5784.XYZ	5784.016
5784.XYZ	5784.018
5784.XYZ	5784.020
5784.XYZ	5784.022
5784.XYZ	5784.024
5784.XYZ	5784.026
5784.XYZ	5784.028
5784.XYZ	5784.030
5786.XYZ	5786.002
5788.XYZ	5788.002
5791.XYZ	5791.002
5811.XYZ	5811.002
5813.XYZ	5813.002
5816.XYZ	5816.002
5820.XYZ	5820.002
5820.XYZ	5820.004
5825.XYZ	5825.002
5826.XYZ	5826.002
5835.XYZ	5835.002
5850.XYZ	5850.002
5850.XYZ	5850.004
5850.XYZ	5850.006
5850.XYZ	5850.008
5850.XYZ	5850.010
5850.XYZ	5850.012
5858.XYZ	5858.002
5861.XYZ	5861.002
5874.XYZ	5874.002
5880.XYZ	5880.002
5881.XYZ	5881.002
5887.XYZ	5887.002
5921.XYZ	5921.002
5927.XYZ	5927.002
5927.XYZ	5927.004
5927.XYZ	5927.006
5952.XYZ	5952.002
5952.XYZ	5952.004
5982.XYZ	5982.002
5982.XYZ	5982.004
5983.XYZ	5983.002
5983.XYZ	5983.004
5989.XYZ	5989.002
5989.XYZ	5989.004
5989.XYZ	5989.006
5999.XYZ	5999.002
6009.XYZ	6009.002
6033.XYZ	6033.002
6037.XYZ	6037.002
6037.XYZ	6037.004
6038.XYZ	6038.002
6040.XYZ	6040.002
6040.XYZ	6040.004
6040.XYZ	6040.006
6040.XYZ	6040.008
6040.XYZ	6040.010
6043.XYZ	6043.002
6045.XYZ	6045.002
6046.XYZ	6046.002
6046.XYZ	6046.004
6046.XYZ	6046.006
6046.XYZ	6046.008
6046.XYZ	6046.010
6046.XYZ	6046.012
6046.XYZ	6046.014
6046.XYZ	6046.016
6053.XYZ	6053.002
6053.XYZ	6053.004
6067.XYZ	6067.002
6067.XYZ	6067.004
6082.XYZ	6082.002
6082.XYZ	6082.004
6088.XYZ	6088.002
6088.XYZ	6088.004
6091.XYZ	6091.002
6100.XYZ	6100.002
6102.XYZ	6102.002
6102.XYZ	6102.004
6102.XYZ	6102.006
6102.XYZ	6102.008
6105.XYZ	6105.002
6114.XYZ	6114.002
6118.XYZ	6118.002
6123.XYZ	6123.002
6126.XYZ	6126.002
6131.XYZ	6131.002
6131.XYZ	6131.004
6133.XYZ	6133.002
6133.XYZ	6133.004
6133.XYZ	6133.006
6134.XYZ	6134.002
6135.XYZ	6135.002
6136.XYZ	6136.002
6138.XYZ	6138.002
6140.XYZ	6140.002
6140.XYZ	6140.004
6140.XYZ	6140.006
6141.XYZ	6141.002
6141.XYZ	6141.004
6171.XYZ	6171.002
6215.XYZ	6215.002
6215.XYZ	6215.004
6234.XYZ	6234.002
6234.XYZ	6234.004
6235.XYZ	6235.002
6237.XYZ	6237.002
6238.XYZ	6238.002
6238.XYZ	6238.004
6238.XYZ	6238.006
6238.XYZ	6238.008
6241.XYZ	6241.002
6247.XYZ	6247.002
6247.XYZ	6247.004
6247.XYZ	6247.006
6247.XYZ	6247.008
6247.XYZ	6247.010
6247.XYZ	6247.012
6257.XYZ	6257.002
6258.XYZ	6258.002
6258.XYZ	6258.004
6258.XYZ	6258.006
6258.XYZ	6258.008
6258.XYZ	6258.010
6258.XYZ	6258.012
6258.XYZ	6258.014
6258.XYZ	6258.016
6258.XYZ	6258.018
6258.XYZ	6258.020
6258.XYZ	6258.022
6259.XYZ	6259.002
6264.XYZ	6264.002
6277.XYZ	6277.002
6277.XYZ	6277.004
6277.XYZ	6277.006
6277.XYZ	6277.008
6277.XYZ	6277.010
6277.XYZ	6277.012
6278.XYZ	6278.002
6291.XYZ	6291.002
6292.XYZ	6292.002
6293.XYZ	6293.002
6293.XYZ	6293.004
6295.XYZ	6295.002
6299.XYZ	6299.002
6302.XYZ	6302.002
6302.XYZ	6302.004
6306.XYZ	6306.002
6306.XYZ	6306.004
6307.XYZ	6307.002
6307.XYZ	6307.004
6307.XYZ	6307.006
6307.XYZ	6307.008
6311.XYZ	6311.002
6319.XYZ	6319.002
6320.XYZ	6320.002
6320.XYZ	6320.004
6320.XYZ	6320.006
6320.XYZ	6320.008
6327.XYZ	6327.002
6327.XYZ	6327.004
6327.XYZ	6327.006
6328.XYZ	6328.002
6330.XYZ	6330.002
6330.XYZ	6330.004
6330.XYZ	6330.006
6330.XYZ	6330.008
6330.XYZ	6330.010
6330.XYZ	6330.012
6330.XYZ	6330.014
6330.XYZ	6330.016
6330.XYZ	6330.018
6330.XYZ	6330.020
6330.XYZ	6330.022
6330.XYZ	6330.024
6330.XYZ	6330.026
6333.XYZ	6333.002
6333.XYZ	6333.004
6333.XYZ	6333.006
6333.XYZ	6333.008
6333.XYZ	6333.010
6333.XYZ	6333.012
6333.XYZ	6333.014
6333.XYZ	6333.016
6334.XYZ	6334.002
6336.XYZ	6336.002
6342.XYZ	6342.002
6347.XYZ	6347.002
6348.XYZ	6348.002
6348.XYZ	6348.004
6363.XYZ	6363.002
6363.XYZ	6363.004
6364.XYZ	6364.002
6366.XYZ	6366.002
6380.XYZ	6380.002
6386.XYZ	6386.002
6386.XYZ	6386.004
6386.XYZ	6386.006
6386.XYZ	6386.008
6386.XYZ	6386.010
6386.XYZ	6386.012
6386.XYZ	6386.014
6386.XYZ	6386.016
6396.XYZ	6396.002
6403.XYZ	6403.002
6404.XYZ	6404.002
6404.XYZ	6404.004
6404.XYZ	6404.006
6406.XYZ	6406.002
6410.XYZ	6410.002
6410.XYZ	6410.004
6411.XYZ	6411.002
6411.XYZ	6411.004
6411.XYZ	6411.006
6411.XYZ	6411.008
6411.XYZ	6411.010
6412.XYZ	6412.002
6413.XYZ	6413.002
6420.XYZ	6420.002
6421.XYZ	6421.002
6444.XYZ	6444.002
6444.XYZ	6444.004
6444.XYZ	6444.006
6444.XYZ	6444.008
6444.XYZ	6444.010
6451.XYZ	6451.002
6460.XYZ	6460.002
6461.XYZ	6461.002
6465.XYZ	6465.002
6466.XYZ	6466.002
6466.XYZ	6466.004
6466.XYZ	6466.006
6466.XYZ	6466.008
6466.XYZ	6466.010
6471.XYZ	6471.002
6471.XYZ	6471.004
6476.XYZ	6476.002
6476.XYZ	6476.004
6494.XYZ	6494.002
6495.XYZ	6495.002
6503.XYZ	6503.002
6503.XYZ	6503.004
6503.XYZ	6503.006
6506.XYZ	6506.002
6507.XYZ	6507.002
6512.XYZ	6512.002
6512.XYZ	6512.004
6513.XYZ	6513.002
6514.XYZ	6514.002
6516.XYZ	6516.002
6519.XYZ	6519.002
6523.XYZ	6523.002
6525.XYZ	6525.002
6529.XYZ	6529.002
6529.XYZ	6529.004
6529.XYZ	6529.006
6529.XYZ	6529.008
6533.XYZ	6533.002
6533.XYZ	6533.004
6541.XYZ	6541.002
6565.XYZ	6565.002
6587.XYZ	6587.002
6602.XYZ	6602.002
6602.XYZ	6602.004
6602.XYZ	6602.006
6618.XYZ	6618.002
6619.XYZ	6619.002
6621.XYZ	6621.002
6625.XYZ	6625.002
6625.XYZ	6625.004
6626.XYZ	6626.002
6630.XYZ	6630.002
6630.XYZ	6630.004
6630.XYZ	6630.006
6630.XYZ	6630.008
6630.XYZ	6630.010
6630.XYZ	6630.012
6632.XYZ	6632.002
6644.XYZ	6644.002
6644.XYZ	6644.004
6663.XYZ	6663.002
6663.XYZ	6663.004
6663.XYZ	6663.006
6663.XYZ	6663.008
6663.XYZ	6663.010
6663.XYZ	6663.012
6671.XYZ	6671.002
6671.XYZ	6671.004
6671.XYZ	6671.006
6678.XYZ	6678.002
6678.XYZ	6678.004
6678.XYZ	6678.006
6678.XYZ	6678.008
6678.XYZ	6678.010
6678.XYZ	6678.012
6678.XYZ	6678.014
6678.XYZ	6678.016
6678.XYZ	6678.018
6678.XYZ	6678.020
6678.XYZ	6678.022
6678.XYZ	6678.024
6678.XYZ	6678.026
6678.XYZ	6678.028
6678.XYZ	6678.030
6678.XYZ	6678.032
6678.XYZ	6678.034
6678.XYZ	6678.036
6678.XYZ	6678.038
6678.XYZ	6678.040
6678.XYZ	6678.042
6680.XYZ	6680.002
6680.XYZ	6680.004
6680.XYZ	6680.006
6680.XYZ	6680.008
6680.XYZ	6680.010
6680.XYZ	6680.012
6680.XYZ	6680.014
6680.XYZ	6680.016
6680.XYZ	6680.018
6680.XYZ	6680.020
6680.XYZ	6680.022
6680.XYZ	6680.024
6680.XYZ	6680.026
6680.XYZ	6680.028
6682.XYZ	6682.002
6698.XYZ	6698.002
6698.XYZ	6698.004
6698.XYZ	6698.006
6698.XYZ	6698.008
6698.XYZ	6698.010
6698.XYZ	6698.012
6698.XYZ	6698.014
6698.XYZ	6698.016
6698.XYZ	6698.018
6706.XYZ	6706.002
6706.XYZ	6706.004
6706.XYZ	6706.006
6708.XYZ	6708.002
6708.XYZ	6708.004
6714.XYZ	6714.002
6718.XYZ	6718.002
6718.XYZ	6718.004
6721.XYZ	6721.002
6721.XYZ	6721.004
6737.XYZ	6737.002
6737.XYZ	6737.004
6737.XYZ	6737.006
6737.XYZ	6737.008
6737.XYZ	6737.010
6737.XYZ	6737.012
6737.XYZ	6737.014
6741.XYZ	6741.002
6746.XYZ	6746.002
6749.XYZ	6749.002
6786.XYZ	6786.002
6786.XYZ	6786.004
6786.XYZ	6786.006
6786.XYZ	6786.008
6786.XYZ	6786.010
6789.XYZ	6789.002
6794.XYZ	6794.002
6799.XYZ	6799.002
6804.XYZ	6804.002
6810.XYZ	6810.002
6810.XYZ	6810.004
6810.XYZ	6810.006
6810.XYZ	6810.008
6836.XYZ	6836.002
6836.XYZ	6836.004
6836.XYZ	6836.006
6836.XYZ	6836.008
6839.XYZ	6839.002
6845.XYZ	6845.002
6845.XYZ	6845.004
6847.XYZ	6847.002
6847.XYZ	6847.004
6853.XYZ	6853.002
6857.XYZ	6857.002
6867.XYZ	6867.002
6867.XYZ	6867.004
6867.XYZ	6867.006
6867.XYZ	6867.008
6867.XYZ	6867.010
6867.XYZ	6867.012
6867.XYZ	6867.014
6876.XYZ	6876.002
6881.XYZ	6881.002
6887.XYZ	6887.002
6887.XYZ	6887.004
6887.XYZ	6887.006
6893.XYZ	6893.002
6895.XYZ	6895.002
6895.XYZ	6895.004
6895.XYZ	6895.006
6895.XYZ	6895.008
6895.XYZ	6895.010
6909.XYZ	6909.002
6913.XYZ	6913.002
6925.XYZ	6925.002
6925.XYZ	6925.004
6925.XYZ	6925.006
6925.XYZ	6925.008
6925.XYZ	6925.010
6925.XYZ	6925.012
6925.XYZ	6925.014
6925.XYZ	6925.016
6925.XYZ	6925.018
6925.XYZ	6925.020
6925.XYZ	6925.022
6925.XYZ	6925.024
6925.XYZ	6925.026
6936.XYZ	6936.002
6939.XYZ	6939.002
6940.XYZ	6940.002
6940.XYZ	6940.004
6940.XYZ	6940.006
6945.XYZ	6945.002
6946.XYZ	6946.002
6954.XYZ	6954.002
6954.XYZ	6954.004
6954.XYZ	6954.006
6954.XYZ	6954.008
6954.XYZ	6954.010
6954.XYZ	6954.012
6954.XYZ	6954.014
6954.XYZ	6954.016
6954.XYZ	6954.018
6954.XYZ	6954.020
6954.XYZ	6954.022
6954.XYZ	6954.024
6954.XYZ	6954.026
6954.XYZ	6954.028
6954.XYZ	6954.030
6954.XYZ	6954.032
6960.XYZ	6960.002
6960.XYZ	6960.004
6960.XYZ	6960.006
6960.XYZ	6960.008
6960.XYZ	6960.010
6960.XYZ	6960.012
6960.XYZ	6960.014
6960.XYZ	6960.016
6960.XYZ	6960.018
6960.XYZ	6960.020
6960.XYZ	6960.022
6960.XYZ	6960.024
6960.XYZ	6960.026
6960.XYZ	6960.028
6960.XYZ	6960.030
6960.XYZ	6960.032
6960.XYZ	6960.034
6960.XYZ	6960.036
6960.XYZ	6960.038
6960.XYZ	6960.040
6960.XYZ	6960.042
6961.XYZ	6961.002
6962.XYZ	6962.002
6962.XYZ	6962.004
6962.XYZ	6962.006
6962.XYZ	6962.008
6962.XYZ	6962.010
6969.XYZ	6969.002
6969.XYZ	6969.004
6970.XYZ	6970.002
6972.XYZ	6972.002
6973.XYZ	6973.002
6975.XYZ	6975.002
6978.XYZ	6978.002
6978.XYZ	6978.004
6978.XYZ	6978.006
6979.XYZ	6979.002
6980.XYZ	6980.002
6982.XYZ	6982.002
6982.XYZ	6982.004
6982.XYZ	6982.006
6983.XYZ	6983.002
6983.XYZ	6983.004
6983.XYZ	6983.006
6983.XYZ	6983.008
6983.XYZ	6983.010
6983.XYZ	6983.012
6983.XYZ	6983.014
6985.XYZ	6985.002
6986.XYZ	6986.002
6992.XYZ	6992.002
6992.XYZ	6992.004
6998.XYZ	6998.002
6998.XYZ	6998.004
6998.XYZ	6998.006
6998.XYZ	6998.008
6998.XYZ	6998.010
7001.XYZ	7001.002
7001.XYZ	7001.004
7001.XYZ	7001.006
7001.XYZ	7001.008
7001.XYZ	7001.010
7001.XYZ	7001.012
7002.XYZ	7002.002
7005.XYZ	7005.002
7005.XYZ	7005.004
7005.XYZ	7005.006
7005.XYZ	7005.008
7005.XYZ	7005.010
7007.XYZ	7007.002
7007.XYZ	7007.004
7007.XYZ	7007.006
7007.XYZ	7007.008
7007.XYZ	7007.010
7010.XYZ	7010.002
7016.XYZ	7016.002
7016.XYZ	7016.004
7033.XYZ	7033.002
7033.XYZ	7033.004
7033.XYZ	7033.006
7033.XYZ	7033.008
7036.XYZ	7036.002
7040.XYZ	7040.002
7043.XYZ	7043.002
7046.XYZ	7046.002
7048.XYZ	7048.002
7052.XYZ	7052.002
7054.XYZ	7054.002
7056.XYZ	7056.002
7066.XYZ	7066.002
7067.XYZ	7067.002
7074.XYZ	7074.002
7078.XYZ	7078.002
7078.XYZ	7078.004
7082.XYZ	7082.002
7082.XYZ	7082.004
7082.XYZ	7082.006
7085.XYZ	7085.002
7091.XYZ	7091.002
7091.XYZ	7091.004
7091.XYZ	7091.006
7093.XYZ	7093.002
7117.XYZ	7117.002
7126.XYZ	7126.002
7126.XYZ	7126.004
7126.XYZ	7126.006
7126.XYZ	7126.008
7126.XYZ	7126.010
7126.XYZ	7126.012
7126.XYZ	7126.014
7126.XYZ	7126.016
7126.XYZ	7126.018
7126.XYZ	7126.020
7126.XYZ	7126.022
7126.XYZ	7126.024
7126.XYZ	7126.026
7126.XYZ	7126.028
7126.XYZ	7126.030
7126.XYZ	7126.032
7129.XYZ	7129.002
7134.XYZ	7134.002
7155.XYZ	7155.002
7160.XYZ	7160.002
7160.XYZ	7160.004
7160.XYZ	7160.006
7160.XYZ	7160.008
7166.XYZ	7166.002
7166.XYZ	7166.004
7166.XYZ	7166.006
7166.XYZ	7166.008
7166.XYZ	7166.010
7166.XYZ	7166.012
7177.XYZ	7177.002
7187.XYZ	7187.002
7187.XYZ	7187.004
7187.XYZ	7187.006
7187.XYZ	7187.008
7187.XYZ	7187.010
7187.XYZ	7187.012
7187.XYZ	7187.014
7190.XYZ	7190.002
7193.XYZ	7193.002
7193.XYZ	7193.004
7196.XYZ	7196.002
7196.XYZ	7196.004
7196.XYZ	7196.006
7196.XYZ	7196.008
7196.XYZ	7196.010
7196.XYZ	7196.012
7196.XYZ	7196.014
7212.XYZ	7212.002
7215.XYZ	7215.002
7221.XYZ	7221.002
7225.XYZ	7225.002
7225.XYZ	7225.004
7225.XYZ	7225.006
7225.XYZ	7225.008
7226.XYZ	7226.002
7226.XYZ	7226.004
7226.XYZ	7226.006
7226.XYZ	7226.008
7229.XYZ	7229.002
7233.XYZ	7233.002
7248.XYZ	7248.002
7252.XYZ	7252.002
7252.XYZ	7252.004
7252.XYZ	7252.006
7252.XYZ	7252.008
7252.XYZ	7252.010
7252.XYZ	7252.012
7252.XYZ	7252.014
7254.XYZ	7254.002
7255.XYZ	7255.002
7255.XYZ	7255.004
7261.XYZ	7261.002
7271.XYZ	7271.002
7280.XYZ	7280.002
7282.XYZ	7282.002
7285.XYZ	7285.002
7290.XYZ	7290.002
7290.XYZ	7290.004
7292.XYZ	7292.002
7303.XYZ	7303.002
7306.XYZ	7306.002
7306.XYZ	7306.004
7306.XYZ	7306.006
7306.XYZ	7306.008
7306.XYZ	7306.010
7306.XYZ	7306.012
7306.XYZ	7306.014
7306.XYZ	7306.016
7306.XYZ	7306.018
7306.XYZ	7306.020
7306.XYZ	7306.022
7306.XYZ	7306.024
7306.XYZ	7306.026
7306.XYZ	7306.028
7306.XYZ	7306.030
7306.XYZ	7306.032
7306.XYZ	7306.034
7306.XYZ	7306.036
7306.XYZ	7306.038
7306.XYZ	7306.040
7311.XYZ	7311.002
7311.XYZ	7311.004
7311.XYZ	7311.006
7311.XYZ	7311.008
7322.XYZ	7322.002
7322.XYZ	7322.004
7322.XYZ	7322.006
7322.XYZ	7322.008
7322.XYZ	7322.010
7322.XYZ	7322.012
7322.XYZ	7322.014
7325.XYZ	7325.002
7329.XYZ	7329.002
7331.XYZ	7331.002
7331.XYZ	7331.004
7331.XYZ	7331.006
7331.XYZ	7331.008
7331.XYZ	7331.010
7331.XYZ	7331.012
7331.XYZ	7331.014
7331.XYZ	7331.016
7331.XYZ	7331.018
7332.XYZ	7332.002
7332.XYZ	7332.004
7332.XYZ	7332.006
7332.XYZ	7332.008
7332.XYZ	7332.010
7332.XYZ	7332.012
7334.XYZ	7334.002
7334.XYZ	7334.004
7334.XYZ	7334.006
7348.XYZ	7348.002
7348.XYZ	7348.004
7356.XYZ	7356.002
7356.XYZ	7356.004
7356.XYZ	7356.006
7357.XYZ	7357.002
7357.XYZ	7357.004
7358.XYZ	7358.002
7358.XYZ	7358.004
7359.XYZ	7359.002
7363.XYZ	7363.002
7363.XYZ	7363.004
7363.XYZ	7363.006
7363.XYZ	7363.008
7364.XYZ	7364.002
7364.XYZ	7364.004
7364.XYZ	7364.006
7364.XYZ	7364.008
7383.XYZ	7383.002
7392.XYZ	7392.002
7407.XYZ	7407.002
7407.XYZ	7407.004
7408.XYZ	7408.002
7408.XYZ	7408.004
7424.XYZ	7424.002
7424.XYZ	7424.004
7424.XYZ	7424.006
7430.XYZ	7430.002
7441.XYZ	7441.002
7441.XYZ	7441.004
7441.XYZ	7441.006
7442.XYZ	7442.002
7443.XYZ	7443.002
7447.XYZ	7447.002
7458.XYZ	7458.002
7458.XYZ	7458.004
7458.XYZ	7458.006
7458.XYZ	7458.008
7458.XYZ	7458.010
7458.XYZ	7458.012
7458.XYZ	7458.014
7464.XYZ	7464.002
7465.XYZ	7465.002
7465.XYZ	7465.004
7465.XYZ	7465.006
7465.XYZ	7465.008
7465.XYZ	7465.010
7465.XYZ	7465.012
7465.XYZ	7465.014
7468.XYZ	7468.002
7481.XYZ	7481.002
7485.XYZ	7485.002
7491.XYZ	7491.002
7491.XYZ	7491.004
7501.XYZ	7501.002
7501.XYZ	7501.004
7501.XYZ	7501.006
7501.XYZ	7501.008
7501.XYZ	7501.010
7502.XYZ	7502.002
7503.XYZ	7503.002
7504.XYZ	7504.002
7508.XYZ	7508.002
7510.XYZ	7510.002
7517.XYZ	7517.002
7524.XYZ	7524.002
7525.XYZ	7525.002
7532.XYZ	7532.002
7573.XYZ	7573.002
7575.XYZ	7575.002
7587.XYZ	7587.002
7590.XYZ	7590.002
7598.XYZ	7598.002
7620.XYZ	7620.002
7642.XYZ	7642.002
7644.XYZ	7644.002
7644.XYZ	7644.004
7674.XYZ	7674.002
7684.XYZ	7684.002
7688.XYZ	7688.002
7688.XYZ	7688.004
7692.XYZ	7692.002
7695.XYZ	7695.002
7717.XYZ	7717.002
7751.XYZ	7751.002
7759.XYZ	7759.002
7765.XYZ	7765.002
7778.XYZ	7778.002
7778.XYZ	7778.004
7782.XYZ	7782.002
7782.XYZ	7782.004
7784.XYZ	7784.002
7784.XYZ	7784.004
7784.XYZ	7784.006
7784.XYZ	7784.008
7786.XYZ	7786.002
7788.XYZ	7788.002
7797.XYZ	7797.002
7797.XYZ	7797.004
7797.XYZ	7797.006
7797.XYZ	7797.008
7797.XYZ	7797.010
7803.XYZ	7803.002
7825.XYZ	7825.002
7828.XYZ	7828.002
7828.XYZ	7828.004
7829.XYZ	7829.002
7839.XYZ	7839.002
7839.XYZ	7839.004
7839.XYZ	7839.006
7844.XYZ	7844.002
7844.XYZ	7844.004
7906.XYZ	7906.002
7909.XYZ	7909.002
7919.XYZ	7919.002
7919.XYZ	7919.004
7919.XYZ	7919.006
7923.XYZ	7923.002
7923.XYZ	7923.004
7923.XYZ	7923.006
7923.XYZ	7923.008
7923.XYZ	7923.010
7923.XYZ	7923.012
7923.XYZ	7923.014
7923.XYZ	7923.016
7923.XYZ	7923.018
7923.XYZ	7923.020
7923.XYZ	7923.022
7923.XYZ	7923.024
7923.XYZ	7923.026
7931.XYZ	7931.002
7934.XYZ	7934.002
7937.XYZ	7937.002
7942.XYZ	7942.002
7953.XYZ	7953.002
7963.XYZ	7963.002
7976.XYZ	7976.002
7976.XYZ	7976.004
7976.XYZ	7976.006
7976.XYZ	7976.008
7976.XYZ	7976.010
7977.XYZ	7977.002
7977.XYZ	7977.004
7980.XYZ	7980.002
7980.XYZ	7980.004
7985.XYZ	7985.002
7985.XYZ	7985.004
7985.XYZ	7985.006
7985.XYZ	7985.008
7985.XYZ	7985.010
7985.XYZ	7985.012
7985.XYZ	7985.014
7985.XYZ	7985.016
7988.XYZ	7988.002
7988.XYZ	7988.004
7988.XYZ	7988.006
7990.XYZ	7990.002
7994.XYZ	7994.002
7996.XYZ	7996.002
7996.XYZ	7996.004
7996.XYZ	7996.006
7996.XYZ	7996.008
7996.XYZ	7996.010
7996.XYZ	7996.012
7996.XYZ	7996.014
7996.XYZ	7996.016
7996.XYZ	7996.018
7997.XYZ	7997.002
8006.XYZ	8006.002
8006.XYZ	8006.004
8006.XYZ	8006.006
8008.XYZ	8008.002
8008.XYZ	8008.004
8020.XYZ	8020.002
8030.XYZ	8030.002
8032.XYZ	8032.002
8032.XYZ	8032.004
8032.XYZ	8032.006
8032.XYZ	8032.008
8032.XYZ	8032.010
8032.XYZ	8032.012
8032.XYZ	8032.014
8032.XYZ	8032.016
8032.XYZ	8032.018
8032.XYZ	8032.020
8032.XYZ	8032.022
8032.XYZ	8032.024
8032.XYZ	8032.026
8032.XYZ	8032.028
8032.XYZ	8032.030
8032.XYZ	8032.032
8032.XYZ	8032.034
8032.XYZ	8032.036
8032.XYZ	8032.038
8032.XYZ	8032.040
8032.XYZ	8032.042
8032.XYZ	8032.044
8032.XYZ	8032.046
8032.XYZ	8032.048
8032.XYZ	8032.050
