OrigL	AssignedL
16970.XYZ	16970.004
16980.XYZ	16980.002
16980.XYZ	16980.004
16985.XYZ	16985.002
16988.XYZ	16988.002
16988.XYZ	16988.004
16988.XYZ	16988.006
16988.XYZ	16988.008
16988.XYZ	16988.010
16990.XYZ	16990.002
16990.XYZ	16990.004
16990.XYZ	16990.006
16991.XYZ	16991.002
17012.XYZ	17012.002
17012.XYZ	17012.004
17015.XYZ	17015.002
17019.XYZ	17019.002
17019.XYZ	17019.004
17019.XYZ	17019.006
17019.XYZ	17019.008
17019.XYZ	17019.010
17021.XYZ	17021.002
17021.XYZ	17021.004
17021.XYZ	17021.006
17052.XYZ	17052.002
17052.XYZ	17052.004
17052.XYZ	17052.006
17052.XYZ	17052.008
17052.XYZ	17052.010
17052.XYZ	17052.012
17052.XYZ	17052.014
17052.XYZ	17052.016
17052.XYZ	17052.018
17052.XYZ	17052.020
17052.XYZ	17052.022
17052.XYZ	17052.024
17052.XYZ	17052.026
17052.XYZ	17052.028
17052.XYZ	17052.030
17052.XYZ	17052.032
17052.XYZ	17052.034
17052.XYZ	17052.036
17052.XYZ	17052.038
17052.XYZ	17052.040
17052.XYZ	17052.042
17055.XYZ	17055.002
17055.XYZ	17055.004
17058.XYZ	17058.002
17062.XYZ	17062.002
17062.XYZ	17062.004
17068.XYZ	17068.002
17068.XYZ	17068.004
17068.XYZ	17068.006
17071.XYZ	17071.002
17071.XYZ	17071.004
17071.XYZ	17071.006
17073.XYZ	17073.002
17073.XYZ	17073.004
17073.XYZ	17073.006
17074.XYZ	17074.002
17083.XYZ	17083.002
17083.XYZ	17083.004
17083.XYZ	17083.006
17086.XYZ	17086.002
17093.XYZ	17093.002
17093.XYZ	17093.004
17093.XYZ	17093.006
17093.XYZ	17093.008
17093.XYZ	17093.010
17106.XYZ	17106.002
17108.XYZ	17108.002
17113.XYZ	17113.002
17113.XYZ	17113.004
17144.XYZ	17144.002
17159.XYZ	17159.002
17163.XYZ	17163.002
17182.XYZ	17182.002
17182.XYZ	17182.004
17182.XYZ	17182.006
17182.XYZ	17182.008
17185.XYZ	17185.002
17190.XYZ	17190.002
17190.XYZ	17190.004
17190.XYZ	17190.006
17190.XYZ	17190.008
17190.XYZ	17190.010
17190.XYZ	17190.012
17191.XYZ	17191.002
17191.XYZ	17191.004
17191.XYZ	17191.006
17191.XYZ	17191.008
17191.XYZ	17191.010
17191.XYZ	17191.012
17191.XYZ	17191.014
17191.XYZ	17191.016
17202.XYZ	17202.002
17213.XYZ	17213.002
17216.XYZ	17216.002
17217.XYZ	17217.002
17217.XYZ	17217.004
17218.XYZ	17218.002
17234.XYZ	17234.002
17234.XYZ	17234.004
17242.XYZ	17242.002
17260.XYZ	17260.002
17260.XYZ	17260.004
17260.XYZ	17260.006
17262.XYZ	17262.002
17262.XYZ	17262.004
17262.XYZ	17262.006
17278.XYZ	17278.002
17278.XYZ	17278.004
17291.XYZ	17291.002
17311.XYZ	17311.002
17313.XYZ	17313.002
