Lnum	basehw	compound	resolution
3726	kfpaRa	Sa-kṛpaṇa	sakfpaRa
3728	kfpA	Sa-kṛpa + m	sakfpam
3738	kfSa	A-	akfSa
3738	kfSa	Ati-	atikfSa
3742	kfz	Indra-	indrakfz
3742	kfz	Phāla-	PAlakfz
3747	kfzRa	Ati-	atikfzRa
3759	kxp	Kṣura-	kzurakxp
3760	kxpti	Yathā-kḷpti	yaTAkxpti
3767	ketana	Kapi-	kapiketana
3767	ketana	Jhaṣa-, makara-	Jaza, makaraketana
3768	ketu	Agni-	agniketu
3768	ketu	Tāla-	tAlaketu
3768	ketu	Dhūma-	DUmaketu
3768	ketu	Dhṛṣṭa-	Dfzwaketu
3768	ketu	Makara-	makaraketu
3770	kedAra	Eka-	ekakedAra
3776	keli	Vāta-	vAtakeli
3776	keli	Hemak˚	hemak˚
3780	keSa	Bhūta-	BUtakeSa
3780	keSa	Miśra-keśī	miSrakeSI
3780	keSa	Mukta-	muktakeSa
3780	keSa	Muñja-	muYjakeSa
3780	keSa	vi-	vikeSa
3780	keSa	Vyomak˚	vyomak˚
3780	keSa	Vi-kīrṇa-	vikIrRakeSa
3780	keSa	Śukla-	SuklakeSa
3780	keSa	Su-	sukeSa
3781	keSara	Karāla-	karAlakeSara
3781	keSara	Nāga-	nAgakeSara
3783	keSarin	Puruṣa-	puruzakeSarin
3784	keSava	Go-pāla-	gopAlakeSava
3789	keSin	Dhāmakeśin	DAmakeSin
3789	keSin	Muñja-	muYjakeSin
3811	kokila	Puṃs-	puMskokila
3827	koRa	Sūtra-	sUtrakoRa
3831	kopa	Antaḥkopa	antaHkopa
3831	kopa	Krīḍā-	krIqAkopa
3831	kopa	Mithyā-	miTyAkopa
3831	kopa	Mṛga-	mfgakopa
3831	kopa	Sa-kopa	sakopa
3831	kopa	Sa-kopa + m	sakopam
3832	kopana	A-	akopana
3845	koSa	A-koṣa	akoza
3845	koSa	Annamaya-	annamayakoSa
3845	koSa	Jātī-	jAtIkoSa
3845	koSa	Dharma-	DarmakoSa
3845	koSa	Madhu-	maDukoSa
3845	koSa	Vi-	vikoSa
3845	koSa	Viṣāṇa-koṣa	vizARakoza
3866	kOtuka	Krīḍā-	krIqAkOtuka
3866	kOtuka	Vi-	vikOtuka
3902	kOstuBa	Sa-kirīṭa-kaustubha	sakirIwakOstuBa
3911	kratu	Vara-	varakratu
3911	kratu	Śata-	Satakratu
3920	kram	Tri-	trikram
3920	kram	prakrānta	prakrAnta
3920	kram	vikrānta	vikrAnta
3920	kram	Bhīma-	BImakram
3920	kram	Su-	sukram
3921	krama	A-	akrama
3921	krama	Kāla-	kAlakrama
3921	krama	Madhu-	maDukrama
3921	krama	Yathā-krama + m	yaTAkramam
3921	krama	Śaikṣya-guṇa-krama	SEkzyaguRakrama
3921	krama	Samākṣarapadakrama	samAkzarapadakrama
3933	kravyAd	A-	akravyAd
3934	kravyAda	A-	akravyAda
3937	kriyA	Agni-	agnikriyA
3937	kriyA	Atithi-	atiTikriyA
3937	kriyA	Udaka-	udakakriyA
3937	kriyA	Kṛta-kriya	kftakriya
3937	kriyA	Kautuka-kriyā	kOtukakriyA
3937	kriyA	Citra-	citrakriyA
3937	kriyA	Jala-	jalakriyA
3937	kriyA	Dāra-	dArakriyA
3937	kriyA	Dharma-	DarmakriyA
3937	kriyA	Niṣkriya	nizkriya
3937	kriyA	Nirahaṃkriyā	nirahaMkriyA
3937	kriyA	Laghu-	laGukriyA
3937	kriyA	Vaśa-	vaSakriyA
3937	kriyA	Vikarmakriyā	vikarmakriyA
3937	kriyA	Sa-kriya	sakriya
3937	kriyA	Hīna-	hInakriyA
3938	kriyAvant	Turaga-kriyā + vant	turagakriyAvant
3941	krIqana	Udaka-	udakakrIqana
3945	krIqA	Jala-	jalakrIqA
3945	krIqA	Toya-	toyakrIqA
3945	krIqA	Vapra	vapra
3956	krUra	A-	akrUra
3956	krUra	Danta-krūra + m	dantakrUram
3961	kroDa	A-	akroDa
3961	kroDa	Sa-	sakroDa
3962	kroDana	A-	akroDana
3962	kroDana	Sa-	sakroDana
3974	klama	Gata-	gataklama
3979	kliS	A-	akliS
3981	klIba	A-	aklIba
3982	klIbatA	A-	aklIbatA
3987	kleSa	A-	akleSa
3987	kleSa	Garbha-	garBakleSa
3999	kzaR	A-	akzaR
3999	kzaR	ati-pari-kṣata	atiparikzata
3999	kzaR	vikṣata	vikzata
4000	kzaRa	Kim-	kimkzaRa
4000	kzaRa	Kṛta-	kftakzaRa
4000	kzaRa	Tatkṣaṇam	tatkzaRam
4000	kzaRa	Vastu-kṣaṇāt	vastukzaRAt
4000	kzaRa	Sa-	sakzaRa
4000	kzaRa	Svayaṃvara-kṛta-	svayaMvarakftakzaRa
4010	kzatra	A-	akzatra
4012	kzatriya	Niḥkṣatriya	niHkzatriya
4025	kzama	Āyati-	Ayatikzama
4025	kzama	Upabhoga-	upaBogakzama
4025	kzama	Kālāntara-	kAlAntarakzama
4025	kzama	Dṛṣṭi-	dfzwikzama
4025	kzama	Deśa-kāla-	deSakAlakzama
4025	kzama	Vana-vāsa-	vanavAsakzama
4031	kzaya	Dina-	dinakzaya
4031	kzaya	Dhana-	Danakzaya
4031	kzaya	Sarva-duḥkha-	sarvaduHKakzaya
4031	kzaya	Sva-kula-	svakulakzaya
4037	kzayya	A-	akzayya
4048	kzAra	Yava-	yavakzAra
4053	kzi	A-kṣita	akzita
4083	kzud	A-kṣuṇṇa	akzuRRa
4084	kzudra	A-	akzudra
4101	kzetra	A-	akzetra
4101	kzetra	Karmakṣetra	karmakzetra
4101	kzetra	Kuru-	kurukzetra
4101	kzetra	Dharma-	Darmakzetra
4101	kzetra	Raṇa-	raRakzetra
4101	kzetra	Sura-īśvarī-	sureSvarIkzetra
4107	kzetrin	A-	akzetrin
4108	kzepa	Kāla-	kAlakzepa
4108	kzepa	A-kālakṣepa + m	akAlakzepam
4108	kzepa	paṭākṣepa	pawAkzepa
4108	kzepa	Apaṭī-kṣepa	apawIkzepa
4108	kzepa	Bhrū-	BrUkzepa
4108	kzepa	Sa-dṛṣṭi-kṣepa + m	sadfzwikzepam
4112	kzema	Yoga-	yogakzema
4144	kzveqa	Sthūla-kṣveḍa	sTUlakzveqa
4168	Kaqga	Kūṭa-	kUwaKaqga
4168	Kaqga	Sa-	saKaqga
4173	KaRqa	A-	aKaRqa
4173	KaRqa	Karpūra-	karpUraKaRqa
4173	KaRqa	Padminī-	padminIKaRqa
4173	KaRqa	Śata-	SataKaRqa
4173	KaRqa	Śrī-	SrIKaRqa
4181	Kan	Deva-	devaKan
4190	Kara	Ati-	atiKara
4193	KarjUra	Piṇḍa-	piRqaKarjUra
4224	KAdi	Su-	suKAdi
4233	Kila	A-	aKila
4233	Kila	˚lena	˚lena
4240	Kura	Aśva-	aSvaKura
4251	Kela	Sa-khela + m	saKelam
4261	KyAti	Su-	suKyAti
4272	gaNgA	Vyomagaṅgā	vyomagaNgA
4272	gaNgA	Pātāla-	pAtAlagaNgA
4274	gaja	Araṇya-	araRyagaja
4274	gaja	Āśā-	ASAgaja
4274	gaja	Diggaja	diggaja
4274	gaja	Mahā-	mahAgaja
4274	gaja	Vana-	vanagaja
4274	gaja	Sura-	suragaja
4286	gaRa	Tārā-	tArAgaRa
4286	gaRa	Trastarakṣogaṇa	trastarakzogaRa
4286	gaRa	Sendragaṇa	sendragaRa
4286	gaRa	Hari-	harigaRa
4294	gaRin	Śvagaṇin	SvagaRin
4298	gaRqa	Gala-	galagaRqa
4299	gaRqaka	Sūtra-gaṇḍikā	sUtragaRqikA
4303	gati	A-	agati
4303	gati	Adhogati	aDogati
4303	gati	A-vi-hata-	avihatagati
4303	gati	Ākāśa-	AkASagati
4303	gati	Ātmagati	Atmagati
4303	gati	Ūrdhva-	UrDvagati
4303	gati	Kāma-	kAmagati
4303	gati	Kṛṣṇa-	kfzRagati
4303	gati	Gagaṇa-	gagaRagati
4303	gati	Dus-	durgati
4303	gati	Daiva-	dEvagati
4303	gati	Sadā-	sadAgati
4305	gad	A-	agad
4307	gada	A-gada	agada
4309	gadgada	Sa-gadgada + m	sagadgadam
4309	gadgada	Haṃsa-	haMsagadgada
4312	ganDa	Dus-	durganDa
4312	ganDa	Nis-	nirganDa
4312	ganDa	Pūti-	pUtiganDa
4312	ganDa	Matsya-	matsyaganDa
4312	ganDa	Yojana-	yojanaganDa
4312	ganDa	Sa-	saganDa
4312	ganDa	Su-	suganDa
4316	ganDarva	Sa-	saganDarva
4316	ganDarva	Deva-	devaganDarva
4321	ganDika	Tri-su-	trisuganDika
4322	ganDin	Su-	suganDin
4326	gam	Tad-	tadgam
4326	gam	Tiryaggata	tiryaggata
4326	gam	Dus-	durgam
4326	gam	Dhūrgata	DUrgata
4326	gam	Payas-	payasgam
4326	gam	Manas-	manasgam
4326	gam	Yathā-gata + m	yaTAgatam
4326	gam	Vayas-	vayasgam
4326	gam	Sarva-	sarvagam
4326	gam	Su-	sugam
4327	gama	A-	agama
4327	gama	Durgama	durgama
4327	gama	Pakṣa-	pakzagama
4327	gama	Su-	sugama
4328	gamana	Adhogamana	aDogamana
4328	gamana	Anta-	antagamana
4328	gamana	Antarā-	antarAgamana
4328	gamana	Asta-	astagamana
4328	gamana	Saha-	sahagamana
4333	gara	Bhū-	BUgara
4340	garut	Śveta-	Svetagarut
4352	garBa	Gṛhīta-	gfhItagarBa
4352	garBa	Jāra-	jAragarBa
4352	garBa	Deva-	devagarBa
4352	garBa	Mati-	matigarBa
4352	garBa	Ratna-	ratnagarBa
4352	garBa	Śamī-	SamIgarBa
4352	garBa	Sa-	sagarBa
4352	garBa	Sura-	suragarBa
4352	garBa	Soma-	somagarBa
4352	garBa	Sravadgarbhā	sravadgarBA
4352	garBa	Sva-	svagarBa
4352	garBa	Hima-	himagarBa
4352	garBa	Hiraṇya-	hiraRyagarBa
4359	garva	Dhana-	Danagarva
4359	garva	Sa-	sagarva
4361	garvita	Pari-	parigarvita
4362	garh	A-	agarh
4383	gavya	Pañcagavya	paYcagavya
4403	gAtra	Romāñcita-	romAYcitagAtra
4403	gAtra	Vara-	varagAtra
4410	gADa	A-	agADa
4410	gADa	Dus-	durgADa
4416	gAnDarva	Yuddha-	yudDagAnDarva
4421	gAmin	Agra-	agragAmin
4421	gAmin	Anta-	antagAmin
4421	gAmin	Ṛtu-	ftugAmin
4421	gAmin	Kubja-	kubjagAmin
4447	gAh	Dus-gāḍha	durgAQa
4452	giri	Antar-	antargiri
4452	giri	Asta-	astagiri
4452	giri	Kāñcana-	kAYcanagiri
4452	giri	Kula-	kulagiri
4452	giri	Tuṣāra-	tuzAragiri
4452	giri	Deva-, dhūmra-, rāma-	deva, DUmra, rAmagiri
4452	giri	Vahirgiri	vahirgiri
4452	giri	Svar-	svargiri
4468	gucCa	Romaguccha	romagucCa
4475	guqa	Ayoguḍa	ayoguqa
4478	guR	Dvi-	dviguR
4479	guRa	A-	aguRa
4479	guRa	Ati-	atiguRa
4479	guRa	Tathā-	taTAguRa
4479	guRa	Tri-	triguRa
4479	guRa	Nis-	nirguRa
4479	guRa	Muktā-	muktAguRa
4479	guRa	Vi-	viguRa
4479	guRa	Viveka-vi-	vivekaviguRa
4479	guRa	Viśeṣa-	viSezaguRa
4479	guRa	Śruti-viṣaya-	SrutivizayaguRa
4479	guRa	Sa-	saguRa
4487	guRavant	A-	aguRavant
4489	guRin	Su-	suguRin
4498	gup	Deva-	devagup
4498	gup	Nābhi-	nABigup
4498	gup	Parva(n)-	parva(n)gup
4498	gup	Su-gupta	sugupta
4501	gupti	Ratha-	raTagupti
4501	gupti	Su-	sugupti
4504	guru	Ati-	atiguru
4504	guru	Indra-	indraguru
4504	guru	Gaurī-	gOrIguru
4504	guru	Jagat-	jagatguru
4504	guru	Sura-	suraguru
4517	gulPa	Ucca-	uccagulPa
4518	gulma	Nis-	nirgulma
4518	gulma	Vāta-	vAtagulma
4518	gulma	Vāyu-	vAyugulma
4519	guh	Mantra-	mantraguh
4519	guh	Sa-gūḍha + m	sagUQam
4537	gfDnu	A-	agfDnu
4546	gfha	Su-gṛha	sugfha
4546	gfha	Antar-	antargfha
4546	gfha	Kārā-	kArAgfha
4546	gfha	Kula-	kulagfha
4546	gfha	Kośa-	koSagfha
4546	gfha	Krīḍā-	krIqAgfha
4546	gfha	Garbha-	garBagfha
4546	gfha	Citra-	citragfha
4546	gfha	Chatra-	Catragfha
4546	gfha	Jatu-	jatugfha
4546	gfha	Deva-	devagfha
4546	gfha	Devī-	devIgfha
4546	gfha	Devī-garbha-	devIgarBagfha
4546	gfha	Dhārā-	DArAgfha
4546	gfha	Niśā-	niSAgfha
4546	gfha	Bhoga-	Bogagfha
4546	gfha	Yantra-	yantragfha
4546	gfha	Latā-	latAgfha
4546	gfha	Vastra-	vastragfha
4546	gfha	Vāsa-	vAsagfha
4546	gfha	Śānti-	SAntigfha
4546	gfha	Śiras-	Sirasgfha
4567	geha	Jatu-	jatugeha
4569	gE	Upāṅga-gīta	upANgagIta
4569	gE	Bhagavadgītā	BagavadgItA
4570	gErika	Kāñcana-	kAYcanagErika
4570	gErika	Svarṇa-	svarRagErika
4575	gocara	Locana-	locanagocara
4575	gocara	A-locana-	alocanagocara
4579	gotra	Sa-	sagotra
4586	goDA	Kṛṣṇa-	kfzRagoDA
4594	goptf	Cakra-	cakragoptf
4602	gola	Bhū-	BUgola
4605	govinda	Gīta-	gItagovinda
4609	gozWa	Pañcavīra-	paYcavIragozWa
4613	gozpada	Saṃyuga-	saMyugagozpada
4620	gOrava	Nis-	nirgOrava
4625	granTa	Tarka-	tarkagranTa
4625	granTa	Nis-	nirgranTa
4626	granTi	Suvarṇa-	suvarRagranTi
4626	granTi	Māna-	mAnagranTi
4636	graha	A-	agraha
4636	graha	Aṅkuśa-	aNkuSagraha
4636	graha	Kuñjara-	kuYjaragraha
4636	graha	Keśa-	keSagraha
4636	graha	Dus-	durgraha
4636	graha	Deva-	devagraha
4636	graha	Dhanus-	Danurgraha
4636	graha	Nava-	navagraha
4636	graha	Nāmajāti-	nAmajAtigraha
4636	graha	Pāṇi-	pARigraha
4636	graha	Śabda-	Sabdagraha
4636	graha	Sūtra-	sUtragraha
4636	graha	Sūrya-	sUryagraha
4636	graha	Hrada-	hradagraha
4637	grahaRa	Keśa-	keSagrahaRa
4637	grahaRa	Cakṣus-	cakzurgrahaRa
4637	grahaRa	Dāra-	dAragrahaRa
4637	grahaRa	Dūra-	dUragrahaRa
4637	grahaRa	Pāṇi-	pARigrahaRa
4642	grahItf	Pāṇi-	pARigrahItf
4644	grAma	Indriya-	indriyagrAma
4644	grAma	Guṇa-	guRagrAma
4644	grAma	Tri-grāmī	trigrAmI
4644	grAma	Daśagrāmī	daSagrAmI
4644	grAma	Sāla-	sAlagrAma
4653	grAmIRa	Eka-	ekagrAmIRa
4656	grAmya	A-	agrAmya
4657	grAvan	Nikaṣa-	nikazagrAvan
4659	grAha	Jīva-grāha + m	jIvagrAham
4659	grAha	Dhanus-	DanurgrAha
4659	grAha	Pāṇi-	pARigrAha
4659	grAha	Pārṣṇi-	pArzRigrAha
4659	grAha	Vandi-	vandigrAha
4659	grAha	Sūtra-	sUtragrAha
4661	grAhavant	Bhīma-	BImagrAhavant
4661	grAhavant	Rāga-grāha + vant	rAgagrAhavant
4662	grAhin	Guṇa-	guRagrAhin
4662	grAhin	Pallava-	pallavagrAhin
4662	grAhin	Vacana-	vacanagrAhin
4662	grAhin	Vinaya-	vinayagrAhin
4663	grIvA	Aśva-grīva	aSvagrIva
4663	grIvA	Ud-grīva	udgrIva
4663	grIvA	Kambu-	kambugrIvA
4663	grIvA	Citra-grīva	citragrIva
4663	grIvA	Daśagrīva	daSagrIva
4663	grIvA	Niṣka-grīva	nizkagrIva
4663	grIvA	Nīla-grīva	nIlagrIva
4663	grIvA	Mahā-grīva	mahAgrIva
4663	grIvA	Vakra-	vakragrIvA
4663	grIvA	Su-	sugrIvA
4663	grIvA	Haya-	hayagrIvA
4684	Gaw	Su-	suGaw
4685	Gawa	Dus-	durGawa
4697	Gana	Sa-	saGana
4697	Gana	Stamba-	stambaGana
4712	GAta	Danta-	dantaGAta
4712	GAta	Viśvāsa-	viSvAsaGAta
4712	GAta	Sa-mūla-	samUlaGAta
4713	GAtaka	Viśvāsa-	viSvAsaGAtaka
4715	GAtin	Atmaghātin	atmaGAtin
4715	GAtin	Kāla-	kAlaGAtin
4715	GAtin	Grāma-	grAmaGAtin
4715	GAtin	Pitṛ-	pitfGAtin
4715	GAtin	Viśvāsa-	viSvAsaGAtin
4717	GAsa	Aśva-	aSvaGAsa
4732	GUrRa	Timira-	timiraGUrRa
4732	GUrRa	Mahā-	mahAGUrRa
4738	GfRA	Nirghṛṇa	nirGfRa
4738	GfRA	Sa-nis-	sanirGfRA
4742	GfRin	A-	aGfRin
4754	Gora	Su-	suGora
4756	Goza	Dama-	damaGoza
4756	Goza	Nandi-	nandiGoza
4756	Goza	Mahā-	mahAGoza
4756	Goza	Siṃha-	siMhaGoza
4756	Goza	Sukhapuṇyāha-	suKapuRyAhaGoza
4756	Goza	Strī-	strIGoza
4762	GrA	A-	aGrA
4774	cakra	Eka-	ekacakra
4774	cakra	Kāla-	kAlacakra
4774	cakra	Dikcakra	dikcakra
4774	cakra	Dharma-	Darmacakra
4774	cakra	Para-	paracakra
4774	cakra	Mātṛ-	mAtfcakra
4774	cakra	Rāśi-	rASicakra
4774	cakra	Hiraṇya-	hiraRyacakra
4777	cakrabAla	Daṇḍa-	daRqacakrabAla
4777	cakrabAla	Diś-	diScakrabAla
4777	cakrabAla	Sa-mātṛ-	samAtfcakrabAla
4787	cakzas	Viśva-	viSvacakzas
4792	cakzus	A-	acakzus
4792	cakzus	Ghrāṇa-	GrARacakzus
4792	cakzus	Cāra-	cAracakzus
4792	cakzus	Jana-	janacakzus
4792	cakzus	Jñāna-	jYAnacakzus
4792	cakzus	Divya-	divyacakzus
4792	cakzus	Dharma-	Darmacakzus
4792	cakzus	Naya-	nayacakzus
4792	cakzus	Nis-	niscakzus
4792	cakzus	Mukta-	muktacakzus
4792	cakzus	Sa-	sacakzus
4798	caYcu	Vāda-	vAdacaYcu
4802	cawaka	Mṛga-indra-	mfgendracawaka
4809	caRqa	Ati-	aticaRqa
4849	catvAriMSat	Dvā-	dvAcatvAriMSat
4854	candana	Ku-	kucandana
4854	candana	Hari-	haricandana
4856	candra	Ardha-	arDacandra
4856	candra	Pūrṇa-	pUrRacandra
4856	candra	Rāma-	rAmacandra
4856	candra	Śaraccandra	Saraccandra
4872	campaka	Śita-	Sitacampaka
4877	caya	Agni-	agnicaya
4879	car	Dus-	duscar
4879	car	Su-	sucar
4880	cara	A-	acara
4880	cara	Anta-	antacara
4880	cara	Antaḥpura-	antaHpuracara
4880	cara	Araṇya-	araRyacara
4880	cara	Eka-	ekacara
4880	cara	Ku-	kucara
4880	cara	Kūla-	kUlacara
4880	cara	Toya-	toyacara
4880	cara	Divā-	divAcara
4880	cara	Duścara	duScara
4880	cara	Su-duścara	suduScara
4880	cara	Dhārāntara-	DArAntaracara
4880	cara	Niśā-	niSAcara
4880	cara	Vyomacara	vyomacara
4880	cara	Saha-	sahacara
4881	caraRa	Tapas-	tapascaraRa
4889	caritra	Vi-citra-	vicitracaritra
4896	carcita	Vi-	vicarcita
4899	carman	Gala-	galacarman
4899	carman	Go-	gocarman
4899	carman	Dus-	duscarman
4900	carmamaya	Vyāghracarma-maya	vyAGracarmamaya
4905	carya	Ku-caryā	kucaryA
4905	carya	Tapaścaryā	tapaScaryA
4905	carya	Deva-caryā	devacaryA
4905	carya	Dharma-	Darmacarya
4905	carya	Paśu-	paSucarya
4905	carya	Brahma-carya	brahmacarya
4905	carya	Sa-brahmacarya	sabrahmacarya
4905	carya	Ratha-caryā	raTacaryA
4905	carya	Vrata-	vratacarya
4907	carvaRa	Punaḥpunaścarvita-	punaHpunaScarvitacarvaRa
4908	carzaRi	Viśva-	viSvacarzaRi
4909	cal	A-	acal
4912	cala	Nis-	niscala
4912	cala	Vi-nis-	viniscala
4912	cala	Vi-	vicala
4912	cala	A-vi-	avicala
4915	calana	Bhūmi-	BUmicalana
4928	cARqAla	Brāhmaṇa-	brAhmaRacARqAla
4941	cAndrAyaRa	Yati-	yaticAndrAyaRa
4941	cAndrAyaRa	Śiśu-	SiSucAndrAyaRa
4942	cApa	Indra-	indracApa
4942	cApa	Mahendra-	mahendracApa
4942	cApa	Kusuma-, puṣpa-	kusuma, puzpacApa
4942	cApa	Sa-sura-cāpa + m	sasuracApam
4942	cApa	Skandha-	skanDacApa
4944	cApalya	Ati-	aticApalya
4944	cApalya	Pāṇi-	pARicApalya
4950	cAra	Pāda-	pAdacAra
4950	cAra	Saha-	sahacAra
4955	cAritra	Dus-	duscAritra
4955	cAritra	Duṣṭa-	duzwacAritra
4957	cArin	Eka-	ekacArin
4957	cArin	Kāma-	kAmacArin
4957	cArin	Kha-	KacArin
4957	cArin	Gūḍha-	gUQacArin
4957	cArin	Citta-	cittacArin
4957	cArin	Jala-	jalacArin
4957	cArin	Dus-	duscArin
4957	cArin	Duṣṭa-	duzwacArin
4957	cArin	Dharma-	DarmacArin
4957	cArin	Pāda-	pAdacArin
4957	cArin	Brah macārin	brah macArin
4957	cArin	Saṃgha-	saMGacArin
4957	cArin	Saha-	sahacArin
4957	cArin	Svacchanda-	svacCandacArin
4958	cAru	Sa-	sacAru
4966	ci	A-niścita	aniScita
4966	ci	Su-	suci
4969	cikitsA	Dus-cikitsa	duscikitsa
4987	citta	Anya-	anyacitta
4987	citta	Eka-	ekacitta
4987	citta	Cala-	calacitta
4987	citta	Pramoha-	pramohacitta
4988	citti	Pūrva-	pUrvacitti
4989	citya	Catuścitya	catuScitya
4991	citra	Vi-	vicitra
4991	citra	Sa-	sacitra
5004	cint	A-	acint
5004	cint	A-	acint
5004	cint	Dus-	duscint
5005	cintaka	Kārya-	kAryacintaka
5005	cintaka	Daiva-	dEvacintaka
5005	cintaka	Sarvārtha-	sarvArTacintaka
5005	cintaka	Sthāna-	sTAnacintaka
5007	cintA	An-anya-cinta	ananyacinta
5007	cintA	Niścinta	niScinta
5010	cira	A-	acira
5010	cira	Na-	nacira
5010	cira	Mācira	mAcira
5010	cira	Su-cira + m	suciram
5030	cIna	Apara-	aparacIna
5074	cUqa	Kṛta-cūḍa	kftacUqa
5074	cUqa	Candra-	candracUqa
5074	cUqa	Pañcacūḍa	paYcacUqa
5074	cUqa	Puṣkara-	puzkaracUqa
5074	cUqa	Svarṇa-	svarRacUqa
5081	cUrRa	Yoga-	yogacUrRa
5081	cUrRa	Rāga-	rAgacUrRa
5092	cetana	A-	acetana
5092	cetana	Nis-	niscetana
5092	cetana	Vi-	vicetana
5092	cetana	Sa-	sacetana
5095	cetas	A-	acetas
5095	cetas	Duṣṭa-	duzwacetas
5095	cetas	Nis	nis
5095	cetas	Manda-	mandacetas
5095	cetas	Vi-	vicetas
5095	cetas	Vyākula-	vyAkulacetas
5095	cetas	Sa-	sacetas
5101	cela	Ku-	kucela
5101	cela	Sa-	sacela
5103	cezw	Dus-	duscezw
5104	cezwa	Karmaceṣṭā	karmacezwA
5104	cezwa	Niśceṣṭa	niScezwa
5104	cezwa	Sa-	sacezwa
5110	cEtya	Grāma-	grAmacEtya
5128	cOra	Bhitti-	BitticOra
5128	cOra	Strī-	strIcOra
5138	cyuti	Garbha-	garBacyuti
5142	Cattra	Ahicchattra	ahicCattra
5147	Cad	Su-	suCad
5150	Cada	Uttara-	uttaraCada
5150	Cada	Ghana-	GanaCada
5150	Cada	Tanu-	tanuCada
5150	Cada	Danta-	dantaCada
5150	Cada	Dus-	dusCada
5150	Cada	Rada-	radaCada
5150	Cada	Sita-	sitaCada
5154	Cadman	Kūṭa-	kUwaCadman
5158	Canda	A-	aCanda
5158	Canda	Para-	paraCanda
5158	Canda	Sva-	svaCanda
5160	Candas	Niś-chandas	niSCandas
5177	CAga	Vana-	vanaCAga
5186	CAya	Eka-	ekaCAya
5186	CAya	Vi-	viCAya
5186	CAya	Vṛkṣa-	vfkzaCAya
5190	Cid	Duścid	duScid
5193	Cidra	A-cchidra	acCidra
5193	Cidra	Niśchidra	niSCidra
5208	Ceda	Bhakti-	BaktiCeda
5208	Ceda	Sa-	saCeda
5208	Ceda	Sthāṇu-	sTARuCeda
5217	jagat	A-jagat	ajagat
5217	jagat	Tri-jagat	trijagat
5231	jaNGA	Tāla-	tAlajaNGA
5231	jaNGA	Su-	sujaNGA
5236	jawa	Tri-jaṭa	trijawa
5236	jawa	Śikhā-	SiKAjawa
5244	jaqa	A-jaḍa	ajaqa
5248	jatu	Śilā-	SilAjatu
5250	jan	A-jāta	ajAta
5250	jan	Eka-	ekajan
5250	jan	Kula-	kulajan
5250	jan	Cira-	cirajan
5250	jan	Dus-	durjan
5250	jan	Yathā-	yaTAjan
5250	jan	Su-	sujan
5250	jan	Janya	janya
5251	jana	A-	ajana
5251	jana	Antaḥpura-	antaHpurajana
5251	jana	A-sajjana	asajjana
5251	jana	Kula-	kulajana
5251	jana	Guru-	gurujana
5251	jana	Grāma-bāla-	grAmabAlajana
5251	jana	Capalā-	capalAjana
5251	jana	Tiryagjana	tiryagjana
5251	jana	Dāsa-	dAsajana
5251	jana	Dus-	durjana
5251	jana	Pañcajana	paYcajana
5251	jana	Puṇya-	puRyajana
5251	jana	Pṛthagjana	pfTagjana
5251	jana	Paura-	pOrajana
5251	jana	Mahā-	mahAjana
5251	jana	Vi-	vijana
5251	jana	Viśva-	viSvajana
5251	jana	Su-	sujana
5251	jana	Sva-	svajana
5252	janaka	Yamunā-	yamunAjanaka
5254	janatA	Su-	sujanatA
5255	janana	Strī-jananī	strIjananI
5263	jantu	Karkaṭī-	karkawIjantu
5263	jantu	Jala-	jalajantu
5265	janman	Agra-	agrajanman
5265	janman	Antya-	antyajanman
5265	janman	Ambhoja-	amBojajanman
5265	janman	Ātmajanman	Atmajanman
5265	janman	Ūru	Uru
5265	janman	Kumbha-	kumBajanman
5265	janman	Citta-	cittajanman
5265	janman	Dvi-	dvijanman
5265	janman	Punar-	punarjanman
5265	janman	Pūrva-	pUrvajanman
5265	janman	Brahmajanman	brahmajanman
5265	janman	Vi-	vijanman
5265	janman	Śara-	Sarajanman
5265	janman	Saṃkalpa-	saMkalpajanman
5265	janman	Saroj˚	saroj˚
5279	jambAla	Sa-	sajambAla
5280	jambu	Bhū-jambū	BUjambU
5287	jaya	A-	ajaya
5287	jaya	Kakubjaya	kakubjaya
5287	jaya	Dus-	durjaya
5287	jaya	Su-dus-	sudurjaya
5287	jaya	Rakka-	rakkajaya
5297	jaras	A-jara	ajara
5297	jaras	A-jaras	ajaras
5311	jala	Ati-	atijala
5311	jala	Gandha-	ganDajala
5311	jala	Netra-	netrajala
5311	jala	Rajanī-	rajanIjala
5311	jala	Sa-	sajala
5325	jalUkA	Tṛṇa-	tfRajalUkA
5336	java	Ati-	atijava
5336	java	Manojava	manojava
5336	java	Mahā-	mahAjava
5338	javas	Su-	sujavas
5350	jANgala	Kuru-	kurujANgala
5358	jAti	A-jāti	ajAti
5358	jAti	Eka-	ekajAti
5358	jAti	Dus-	durjAti
5358	jAti	Dvi-	dvijAti
5358	jAti	Pūrva-	pUrvajAti
5358	jAti	Mṛga-	mfgajAti
5358	jAti	Sa-	sajAti
5358	jAti	Hīna-	hInajAti
5363	jAtIya	Dus-	durjAtIya
5363	jAtIya	Vi-	vijAtIya
5363	jAtIya	Sa-	sajAtIya
5363	jAtIya	Samāna-	samAnajAtIya
5363	jAtIya	Sva-	svajAtIya
5368	jAnapada	Paura-	pOrajAnapada
5372	jAnu	Antar-	antarjAnu
5372	jAnu	Indra-	indrajAnu
