Lnum	basehw	compound	resolution
14407	Sata	Daśaśata	daSaSata
14407	Sata	Daśa-raśmi-	daSaraSmiSata
14407	Sata	Dvi-	dviSata
14407	Sata	Pañcaśata	paYcaSata
14407	Sata	Paraḥśata	paraHSata
14411	Satatama	Dvi-	dviSatatama
14411	Satatama	Tri-	triSatatama
14411	Satatama	Catuḥśatatama	catuHSatatama
14411	Satatama	Pañcaśatatama	paYcaSatatama
14411	Satatama	Navaśatatama	navaSatatama
14411	Satatama	Dvāviṃśati-	dvAviMSatiSatatama
14423	Satru	Indra-	indraSatru
14423	Satru	Krauñca-	krOYcaSatru
14423	Satru	Deva-	devaSatru
14423	Satru	Bahu-	bahuSatru
14423	Satru	Vibudha-	vibuDaSatru
14423	Satru	Vṛtra-	vftraSatru
14441	SaPa	Eka-	ekaSaPa
14441	SaPa	Dvi-	dviSaPa
14441	SaPa	Mukha-	muKaSaPa
14445	Sabda	jaya-	jayaSabda
14445	Sabda	Tāla-	tAlaSabda
14445	Sabda	Niḥśabda	niHSabda
14445	Sabda	Sa-śabda	saSabda
14445	Sabda	Sādhu-	sADuSabda
14456	Sami	Mahā-śamī	mahASamI
14467	Saya	Guhā-	guhASaya
14467	Saya	Divā-	divASaya
14467	Saya	Nitya-	nityaSaya
14475	SayyA	A-dhaḥśayya	aDaHSayya
14475	SayyA	Garbha-	garBaSayyA
14475	SayyA	Pṛthak-	pfTakSayyA
14475	SayyA	Bhū-	BUSayyA
14475	SayyA	Mahā-	mahASayyA
14475	SayyA	Vīra-	vIraSayyA
14477	Sara	A-yugma-	ayugmaSara
14477	Sara	Kusuma-	kusumaSara
14477	Sara	Pañcaśara	paYcaSara
14477	Sara	Puṣpa-	puzpaSara
14477	Sara	Sa-	saSara
14477	Sara	Hari-	hariSara
14480	SaraRa	A-	aSaraRa
14480	SaraRa	Aśaraṇī-kṛta	aSaraRIkfta
14480	SaraRa	Agni-	agniSaraRa
14483	Sarad	Pariṇata-śarad	pariRataSarad
14499	SarAva	Śaktu-	SaktuSarAva
14503	SarIra	A-	aSarIra
14503	SarIra	Liṅga-	liNgaSarIra
14503	SarIra	Śeṣa-	SezaSarIra
14503	SarIra	Sūkṣma-	sUkzmaSarIra
14505	SarIrin	A-	aSarIrin
14507	SarkarA	Guḍa-	guqaSarkarA
14507	SarkarA	Niḥśarkara	niHSarkara
14507	SarkarA	Maṇi-śaṅkha-śarkara	maRiSaNKaSarkara
14507	SarkarA	Vṛhat-tuhinaśarkara	vfhattuhinaSarkara
14527	SalAkA	Ayas-kānta-	ayaskAntaSalAkA
14527	SalAkA	Niḥśalāka	niHSalAka
14527	SalAkA	Vaṃśa-	vaMSaSalAkA
14529	Salka	Mahā-	mahASalka
14529	Salka	Sa-	saSalka
14531	Salya	Nis-	nisSalya
14531	Salya	Vi-	viSalya
14531	Salya	Sa-	saSalya
14538	Savara	Smara-	smaraSavara
14541	Savas	Satya-	satyaSavas
14553	Sastra	Ati-	atiSastra
14553	Sastra	Nis-	nisSastra
14553	Sastra	Nyasta-	nyastaSastra
14553	Sastra	Mahā-	mahASastra
14553	Sastra	Vi-	viSastra
14560	SAka	Utpala-	utpalaSAka
14560	SAka	Kāla-	kAlaSAka
14560	SAka	Tikta-	tiktaSAka
14560	SAka	Patra-	patraSAka
14574	SAKA	Tri-śākha	triSAKa
14574	SAKA	Skandha-	skanDaSAKA
14578	SAwa	Sthūla-śāṭi	sTUlaSAwi
14609	SAyin	Ūrdhva-	UrDvaSAyin
14609	SAyin	Eka-	ekaSAyin
14609	SAyin	Prāsāda-	prAsAdaSAyin
14609	SAyin	Yoga-	yogaSAyin
14609	SAyin	Sthaṇḍila-	sTaRqilaSAyin
14611	SAra	Kṛṣṇa-	kfzRaSAra
14628	SAla	Apūpa-	apUpaSAla
14628	SAla	Aśva-	aSvaSAla
14628	SAla	Aśva-calana-	aSvacalanaSAla
14628	SAla	Gāndharva-	gAnDarvaSAla
14628	SAla	Catuḥśāla	catuHSAla
14628	SAla	Candra-	candraSAla
14628	SAla	Citra-	citraSAla
14628	SAla	Nartana-	nartanaSAla
14628	SAla	Patnī-	patnISAla
14628	SAla	Parṇa-	parRaSAla
14628	SAla	Pāka-	pAkaSAla
14628	SAla	Raṅga-	raNgaSAla
14628	SAla	Ratha-	raTaSAla
14628	SAla	Śilpa-	SilpaSAla
14628	SAla	Sūda-	sUdaSAla
14635	SAlin	Abhimāna-	aBimAnaSAlin
14635	SAlin	Naya-	nayaSAlin
14635	SAlin	Bāhu-	bAhuSAlin
14635	SAlin	Vīrya-	vIryaSAlin
14640	SAlUka	Kaṇṭha-	kaRWaSAlUka
14643	SAlmali	Kūṭa-	kUwaSAlmali
14649	SASvata	A-	aSASvata
14649	SASvata	Pari-	pariSASvata
14651	SAs	A-	aSAs
14652	SAsana	Kūṭa-	kUwaSAsana
14652	SAsana	Tāmra-	tAmraSAsana
14652	SAsana	Dus-	dusSAsana
14652	SAsana	Dharma-	DarmaSAsana
14652	SAsana	Para-	paraSAsana
14652	SAsana	Pura-	puraSAsana
14652	SAsana	Bhīma-	BImaSAsana
14652	SAsana	Mahā-	mahASAsana
14656	SAstra	Calacchāstra	calacCAstra
14656	SAstra	Jñāna-	jYAnaSAstra
14656	SAstra	Tarka-	tarkaSAstra
14656	SAstra	Dharma-	DarmaSAstra
14656	SAstra	Naya-	nayaSAstra
14656	SAstra	Yathā-śāstra + m	yaTASAstram
14656	SAstra	Śabda-	SabdaSAstra
14656	SAstra	Haya-	hayaSAstra
14656	SAstra	Hetu-	hetuSAstra
14667	SikzA	Upa-	upaSikzA
14667	SikzA	Gaja-	gajaSikzA
14671	SiKaRqin	Citra-	citraSiKaRqin
14671	SiKaRqin	Sa-	saSiKaRqin
14672	SiKara	Tri-	triSiKara
14674	SiKA	Agni-śikha	agniSiKa
14674	SiKA	Ucchikha	ucCiKa
14674	SiKA	Tri-śikha	triSiKa
14674	SiKA	Dīpa-	dIpaSiKA
14674	SiKA	Dīpta-śikha	dIptaSiKa
14674	SiKA	Stana-	stanaSiKA
14678	SiKin	Śastra-	SastraSiKin
14692	SiTila	A-	aSiTila
14698	Sira	Tri-	triSira
14700	Siras	A-	aSiras
14700	Siras	Abhra-	aBraSiras
14700	Siras	Aśva-	aSvaSiras
14700	Siras	Uccaiḥśiras	uccEHSiras
14700	Siras	Kapāla-	kapAlaSiras
14700	Siras	Kūrca-	kUrcaSiras
14700	Siras	Tri-	triSiras
14700	Siras	Dvi-	dviSiras
14700	Siras	Bhuja-	BujaSiras
14700	Siras	Mṛga-	mfgaSiras
14700	Siras	Śiśu-māra-	SiSumAraSiras
14707	SiroDarA	Mahā-kāya-śirodhara	mahAkAyaSiroDara
14711	Sila	Gaṇḍa-śilā	gaRqaSilA
14711	Sila	Jāta-rūpa-śila	jAtarUpaSila
14711	Sila	Tīrtha-śilā	tIrTaSilA
14711	Sila	Badhya-	baDyaSila
14711	Sila	Manaḥśila	manaHSila
14711	Sila	Svalpa-śilā	svalpaSilA
14716	Silpa	Kṛta-	kftaSilpa
14719	Siva	A-	aSiva
14719	Siva	Sadā-	sadASiva
14731	Siz	Viṣama-	vizamaSiz
14738	SIkara	Kara-	karaSIkara
14742	SIta	A-	aSIta
14744	SItala	A-	aSItala
14744	SItala	Ati-	atiSItala
14744	SItala	Su-	suSItala
14744	SItala	Hima-	himaSItala
14745	SItkAra	Sa-śītkāra + m	saSItkAram
14752	SIrza	Go-	goSIrza
14752	SIrza	Tri-	triSIrza
14752	SIrza	Daśaśīrṣa	daSaSIrza
14752	SIrza	Pañca-	paYcaSIrza
14752	SIrza	Pūrva-	pUrvaSIrza
14752	SIrza	Mṛga-	mfgaSIrza
14753	SIrzaka	Sthūla-śīrṣikā	sTUlaSIrzikA
14757	SIla	A-	aSIla
14757	SIla	Abhi-vādana-	aBivAdanaSIla
14757	SIla	Guṇa-	guRaSIla
14757	SIla	Dāna-	dAnaSIla
14757	SIla	Dus-	dusSIla
14757	SIla	Duḥkha-	duHKaSIla
14757	SIla	Dharma-	DarmaSIla
14757	SIla	Puṇya-	puRyaSIla
14757	SIla	Māṃsa-	mAMsaSIla
14757	SIla	Mṛgayā-	mfgayASIla
14757	SIla	Yajña-	yajYaSIla
14757	SIla	Vi-	viSIla
14757	SIla	Viṣama-	vizamaSIla
14757	SIla	Śānti-	SAntiSIla
14757	SIla	Sādhu-	sADuSIla
14757	SIla	Su-	suSIla
14757	SIla	Snāna-	snAnaSIla
14760	SIlavant	Śruti-	SrutiSIlavant
14764	Suka	Gṛha-	gfhaSuka
14767	Sukti	Mahā-	mahASukti
14771	Sukla	Pañcaśukla	paYcaSukla
14771	Sukla	Mahā-śuklā	mahASuklA
14776	Suc	A-	aSuc
14779	Suci	A-	aSuci
14779	Suci	Upadhā-	upaDASuci
14790	SuRqikA	Gala-	galaSuRqikA
14794	SudDi	Agni-	agniSudDi
14794	SudDi	Dravya-	dravyaSudDi
14794	SudDi	Vaira-	vEraSudDi
14795	SuD	A-	aSuD
14795	SuD	Ati-	atiSuD
14806	SuBa	A-	aSuBa
14806	SuBa	Śubhāśubha	SuBASuBa
14809	SuBra	Mahā-	mahASuBra
14814	Sulka	Guṇa-, Dhana-	guRa, DanaSulka
14819	SuSrUzA	Agni-	agniSuSrUzA
14819	SuSrUzA	Caraṇa-	caraRaSuSrUzA
14819	SuSrUzA	Pari-	pariSuSrUzA
14819	SuSrUzA	Pāda-	pAdaSuSrUzA
14828	Suzma	An-anta-	anantaSuzma
14831	SUka	Śasya-	SasyaSUka
14831	SUka	Śita	Sita
14833	SUdra	Mahā-	mahASUdra
14839	SUnya	A-	aSUnya
14839	SUnya	Anyathā-siddhi-	anyaTAsidDiSUnya
14839	SUnya	Pari-	pariSUnya
14839	SUnya	Sarva-	sarvaSUnya
14840	SUnyatA	Mātṛ-	mAtfSUnyatA
14843	SUra	Piṇḍī-	piRqISUra
14843	SUra	Sva-bhāva-	svaBAvaSUra
14851	SUla	A-kāṇḍa-	akARqaSUla
14851	SUla	Karṇa-	karRaSUla
14851	SUla	Kukṣi-	kukziSUla
14851	SUla	Tri-	triSUla
14851	SUla	Danta-	dantaSUla
14854	SUlin	Tri-	triSUlin
14859	SfNKala	Uccṛṅkhala	uccfNKala
14859	SfNKala	Chinna-	CinnaSfNKala
14859	SfNKala	Vi-	viSfNKala
14860	SfNga	A-	aSfNga
14860	SfNga	Ṛksāmaśṛṅga	fksAmaSfNga
14860	SfNga	Eka-	ekaSfNga
14860	SfNga	Catuḥśṛ˚	catuHSf˚
14860	SfNga	Prabāla-maṇi-	prabAlamaRiSfNga
14860	SfNga	Sa-	saSfNga
14866	SfNgin	Prabāla-maṇi-	prabAlamaRiSfNgin
14871	SeKara	Indu-, Candra-	indu, candraSeKara
14882	Seza	Ālekhya-	AleKyaSeza
14882	Seza	Kārya-	kAryaSeza
14882	Seza	Jiva-	jivaSeza
14882	Seza	Deva-	devaSeza
14882	Seza	Nāma-śeṣa	nAmaSeza
14882	Seza	Niḥ-śeṣa	niSeza
14882	Seza	Malamallaka-	malamallakaSeza
14882	Seza	Yaśas-	yaSasSeza
14882	Seza	Vākya-	vAkyaSeza
14882	Seza	Smṛti-	smftiSeza
14882	Seza	Hata-	hataSeza
14891	SEla	Krīḍā	krIqA
14891	SEla	Tārkṣya-	tArkzyaSEla
14891	SEla	Tuhina-	tuhinaSEla
14891	SEla	Pañcaśaila	paYcaSEla
14891	SEla	Badarī-	badarISEla
14891	SEla	Mantha-	manTaSEla
14891	SEla	Mahā-	mahASEla
14892	SElaja	Hima-	himaSElaja
14906	So	Su-niśita	suniSita
14907	Soka	A-	aSoka
14907	Soka	Tri-	triSoka
14907	Soka	Niḥś˚	niHS˚
14907	Soka	Vita-	vitaSoka
14907	Soka	Sa-	saSoka
14907	Soka	Hṛcchoka	hfcCoka
14911	Socis	Śukra-	SukraSocis
14915	SoRita	Jiva-	jivaSoRita
14915	SoRita	Pūya-	pUyaSoRita
14920	SoPa	Danta-	dantaSoPa
14922	SoBana	Vana-	vanaSoBana
14923	SoBin	Smita-	smitaSoBin
14924	Soza	Tālu-	tAluSoza
14924	Soza	Dus-	dusSoza
14924	Soza	Pari-	pariSoza
14931	SOca	A-	aSOca
14931	SOca	Artha-	arTaSOca
14938	SORqa	Dāna-	dAnaSORqa
14952	SmaSAna	Pāreśmaśānam	pAreSmaSAnam
14953	SmaSru	Rakta-	raktaSmaSru
14953	SmaSru	Sa-	saSmaSru
14953	SmaSru	Sita-	sitaSmaSru
14977	SradDa	A-śraddhā	aSradDA
14977	SradDa	Yathā-śraddha + m	yaTASradDam
14985	Sram	A-śrānta + m	aSrAntam
14985	Sram	Ati-	atiSram
14986	Srama	A-	aSrama
14986	Srama	Ati-	atiSrama
14986	Srama	Kṛta-	kftaSrama
14986	Srama	Khyāta-vyākaraṇa-	KyAtavyAkaraRaSrama
14986	Srama	Jita-	jitaSrama
14986	Srama	Matta-ibha-kumbha-vidalana-kṛta-	matteBakumBavidalanakftaSrama
14986	Srama	Vṛthā-	vfTASrama
14986	Srama	Sa-	saSrama
14992	Srava	Karṇa-	karRaSrava
14992	Srava	Su-dus-	sudusSrava
14993	SravaRa	Ugra-	ugraSravaRa
14994	Sravas	Uccaiḥśravas	uccEHSravas
14994	Sravas	Cakṣuḥśravas	cakzuHSravas
14994	Sravas	Dirgha-	dirGaSravas
14994	Sravas	Deva-	devaSravas
14994	Sravas	Pṛthu-	pfTuSravas
14994	Sravas	Viṣṭara-	vizwaraSravas
14994	Sravas	Vṛddha-	vfdDaSravas
14994	Sravas	Su-	suSravas
14999	SrAdDa	Vṛddhi-	vfdDiSrAdDa
15006	SrAvaRa	Satya-	satyaSrAvaRa
15008	Sri	An-eka-	anekaSri
15008	Sri	Para-	paraSri
15014	SrI	Apa-	apaSrI
15014	SrI	Jaya-	jayaSrI
15014	SrI	Mahā-	mahASrI
15019	Sru	Ku-	kuSru
15019	Sru	Bahu-	bahuSru
15023	Sruti	A-	aSruti
15023	Sruti	Śhakṣuḥśruti	ShakzuHSruti
15023	Sruti	Pūrṇa-	pUrRaSruti
15023	Sruti	Yathā-	yaTASruti
15029	SreRi	Pada-	padaSreRi
15030	SreyaMs	A-	aSreyaMs
15034	SrezWa	Kuru-, Bharata-, Bhṛgu-	kuru, Barata, BfguSrezWa
15034	SrezWa	Muni-	muniSrezWa
15034	SrezWa	Varṇa-	varRaSrezWa
15041	SroRi	Pṛthu-śronī	pfTuSronI
15041	SroRi	Mahā-kaṭi-taṭa-śroṇī	mahAkawitawaSroRI
15041	SroRi	Su-śroṇī	suSroRI
15045	Srotriya	A-	aSrotriya
15045	Srotriya	Mantriśrotriya	mantriSrotriya
15053	SlaTa	A-pari-ślatha + m	apariSlaTam
15056	SlAGA	Sa-ślāgha + m	saSlAGam
15059	Sliz	Su-	suSliz
15063	SlIla	A-	aSlIla
15072	Sloka	Puṇya-	puRyaSloka
15083	Svan	Deva-śunī	devaSunI
15083	Svan	Vana-śvan	vanaSvan
15101	Svas	Su-	suSvas
15102	Svas	Paraśvas	paraSvas
15109	SvAsa	Chinna-	CinnaSvAsa
15115	Sveta	Mahā-	mahASveta
15119	zawka	Ūrmi-	Urmizawka
15126	zaRqa	Kamala-	kamalazaRqa
15126	zaRqa	Taru-	taruzaRqa
15126	zaRqa	Padma-	padmazaRqa
15129	zaz	Dvi-	dvizaz
15130	zazwa	Eka-	ekazazwa
15130	zazwa	Ekona-	ekonazazwa
15130	zazwa	Dvā-	dvAzazwa
15130	zazwa	Tri-	trizazwa
15130	zazwa	Catuḥṣ˚	catuHz˚
15130	zazwa	Pañcaṣ˚	paYcaz˚
15131	zazwi	Eka-	ekazazwi
15131	zazwi	Dvā-	dvAzazwi
15131	zazwi	Catuḥṣ˚	catuHz˚
15131	zazwi	Pañcaṣ˚	paYcaz˚
15134	zazwitama	Eka-	ekazazwitama
15134	zazwitama	Dvā-	dvAzazwitama
15134	zazwitama	Tri-	trizazwitama
15134	zazwitama	Catuḥṣ˚	catuHz˚
15134	zazwitama	Pañcaṣ˚	paYcaz˚
15134	zazwitama	Navaṣ˚	navaz˚
15135	zazwiDA	Tri-	trizazwiDA
15136	zazWa	Mātṛ-	mAtfzazWa
15145	zoqaSa	Pari-	parizoqaSa
15145	zoqaSa	Vṛṣabha-	vfzaBazoqaSa
15152	zWIvana	Kūrca-	kUrcazWIvana
15157	saMyama	Vāksaṃyama	vAksaMyama
15173	saMroDa	Kāla-	kAlasaMroDa
15178	saMvatsara	Pari-	parisaMvatsara
15198	saMvid	Na-	nasaMvid
15215	saMSaya	A-	asaMSaya
15215	saMSaya	Artha-	arTasaMSaya
15215	saMSaya	Nis-	nissaMSaya
15215	saMSaya	Prāṇa-	prARasaMSaya
15215	saMSaya	Vi-saṃśaya + m	visaMSayam
15215	saMSaya	Sa-	sasaMSaya
15222	saMSraya	Anyonya-	anyonyasaMSraya
15222	saMSraya	Eka-	ekasaMSraya
15222	saMSraya	Kaṣṭa-	kazwasaMSraya
15222	saMSraya	Bhuja-	BujasaMSraya
15223	saMSrava	A-	asaMSrava
15225	saMSleza	A-ghaṭita-	aGawitasaMSleza
15235	saMsAra	Ā-	AsaMsAra
15245	saMskAra	Agni-	agnisaMskAra
15245	saMskAra	Dus-	dussaMskAra
15245	saMskAra	Keśa-	keSasaMskAra
15245	saMskAra	Pātra-	pAtrasaMskAra
15245	saMskAra	Punaḥsaṃskāra	punaHsaMskAra
15245	saMskAra	Śarīra-	SarIrasaMskAra
15255	saMsTa	Dūra-	dUrasaMsTa
15255	saMsTa	Dhara-	DarasaMsTa
15255	saMsTa	Phala-	PalasaMsTa
15255	saMsTa	Brāhmaṇa-	brAhmaRasaMsTa
15255	saMsTa	Sva-	svasaMsTa
15260	saMsparSa	Duḥkha-	duHKasaMsparSa
15265	saMsrAva	Karṇa-	karRasaMsrAva
15268	saMhati	Ari-	arisaMhati
15268	saMhati	Bhinna-	BinnasaMhati
15268	saMhati	Śastra-	SastrasaMhati
15268	saMhati	Hima-	himasaMhati
15269	saMhanana	Siṃha-	siMhasaMhanana
15274	saMhAra	Sa-	sasaMhAra
15278	sakASa	Yūtha-pati-sakāśa + m	yUTapatisakASam
15279	sakft	A-	asakft
15280	sakti	Ati-	atisakti
15281	saktimant	Ati-	atisaktimant
15300	saMkalpa	Dhṛta-	DftasaMkalpa
15300	saMkalpa	Pāpa-	pApasaMkalpa
15300	saMkalpa	Śiva-	SivasaMkalpa
15300	saMkalpa	Siddha-	sidDasaMkalpa
15300	saMkalpa	Hṛṣṭa-	hfzwasaMkalpa
15302	saMkasuka	A-	asaMkasuka
15312	saMkrama	Sūrya-saṃkrama	sUryasaMkrama
15313	saMkramaRa	Garbha-	garBasaMkramaRa
15314	saMkrAnti	Uttarāyaṇa-	uttarAyaRasaMkrAnti
15314	saMkrAnti	Sūrya-	sUryasaMkrAnti
15322	saMKya	A-	asaMKya
15322	saMKya	Kula-	kulasaMKya
15322	saMKya	Go-	gosaMKya
15322	saMKya	Daśārdha-	daSArDasaMKya
15322	saMKya	Śata-saṃkhya	SatasaMKya
15322	saMKya	Sahasra-	sahasrasaMKya
15327	saNga	A-	asaNga
15327	saNga	Dus-	dussaNga
15327	saNga	Nis-	nissaNga
15327	saNga	Mukta-	muktasaNga
15327	saNga	Yathā-saṅga + m	yaTAsaNgam
15327	saNga	Satsaṅga	satsaNga
15329	saMgama	Trad-	tradsaMgama
15332	saMgara	Satya-	satyasaMgara
15338	saMgraha	Dāra-	dArasaMgraha
15338	saMgraha	Dharma-	DarmasaMgraha
15338	saMgraha	Madhyama-	maDyamasaMgraha
15338	saMgraha	Sāra-	sArasaMgraha
15339	saMgrahaRa	Pāṇi-	pARisaMgrahaRa
15339	saMgrahaRa	Strī-	strIsaMgrahaRa
15344	saMGawwa	A-	asaMGawwa
15347	saMGarza	Danta-	dantasaMGarza
15349	saMGaSas	Śata-	SatasaMGaSas
15353	saMGAtavant	Bhrātṛ-	BrAtfsaMGAtavant
15356	saciva	Dhī-	DIsaciva
15356	saciva	Narmasaciva	narmasaciva
15369	saMcaya	Ati-	atisaMcaya
15373	saMcara	Mūrti-	mUrtisaMcara
15377	saMcAra	Duḥkha-	duHKasaMcAra
15377	saMcAra	Dus-	dussaMcAra
15377	saMcAra	Nis-	nissaMcAra
15377	saMcAra	Pātra-	pAtrasaMcAra
15377	saMcAra	Bhūta-	BUtasaMcAra
15380	saMcArin	Bhūta-saṃcāriṇī	BUtasaMcAriRI
15381	saYj	A-	asaYj
15392	saMjYA	Antaḥsaṃjña	antaHsaMjYa
15392	saMjYA	Kṛta-	kftasaMjYA
15392	saMjYA	A-kṛta-	akftasaMjYA
15392	saMjYA	Gata-	gatasaMjYA
15392	saMjYA	Jīva-	jIvasaMjYA
15392	saMjYA	Nis-	nissaMjYA
15392	saMjYA	Vi-	visaMjYA
15392	saMjYA	Sūrya-saṃjña	sUryasaMjYa
15392	saMjYA	Soma-	somasaMjYA
15394	saMjYita	Kara-	karasaMjYita
15396	saMjvara	A-	asaMjvara
15411	satkAra	A-	asatkAra
15411	satkAra	Atithi-	atiTisatkAra
15412	satkriyA	Anta-	antasatkriyA
15415	sattra	Dīrgha-	dIrGasattra
15415	sattra	Deva-	devasattra
15415	sattra	Pañcasattra	paYcasattra
15415	sattra	Brahmasattra	brahmasattra
15416	sattrin	Dīrgha-	dIrGasattrin
15417	sattva	A-	asattva
15417	sattva	A-dīna-	adInasattva
15417	sattva	Āpanna-	Apannasattva
15417	sattva	Gata-	gatasattva
15417	sattva	Deva-	devasattva
15417	sattva	Nis-	nissattva
15417	sattva	Bodhi-	boDisattva
15417	sattva	Ati-bodhi-sattva	atiboDisattva
15417	sattva	Mahā-	mahAsattva
15417	sattva	Mūḍha-	mUQasattva
15417	sattva	Sa-	sasattva
15422	satya	A-	asatya
15426	satyatA	Nis-	nissatyatA
15435	sad	Mahā-	mahAsad
15435	sad	An-āsādita	anAsAdita
15438	sadana	Rājasadana	rAjasadana
15446	sadfSa	A-	asadfSa
15446	sadfSa	An-anya-	ananyasadfSa
15447	sadman	Deva-	devasadman
15447	sadman	Bloga-	blogasadman
15447	sadman	Sura-	surasadman
15467	saMtati	Kula-	kulasaMtati
15474	saMtoza	A-	asaMtoza
15476	saMtozavant	A-	asaMtozavant
15491	saMdeha	Nis-	nissaMdeha
15495	saMDA	Jala-saṃdha	jalasaMDa
15495	saMDA	Jarā-saṃdha	jarAsaMDa
15495	saMDA	Satya-saṃdha	satyasaMDa
15495	saMDA	A-satya-saṃdha	asatyasaMDa
15496	saMDAna	Ati-	atisaMDAna
15496	saMDAna	Abhi-	aBisaMDAna
15496	saMDAna	Dus-	dussaMDAna
15498	saMDi	Kapāla-	kapAlasaMDi
15498	saMDi	Dhruva-	DruvasaMDi
15498	saMDi	Pada-	padasaMDi
15498	saMDi	Parvasaṃdhi	parvasaMDi
15498	saMDi	Sam-gata-	samgatasaMDi
15498	saMDi	Saṃtāna-	saMtAnasaMDi
15498	saMDi	Sama-	samasaMDi
15498	saMDi	Su-kara-	sukarasaMDi
15499	saMDita	A-	asaMDita
15499	saMDita	Ati-	atisaMDita
15499	saMDita	Sama-	samasaMDita
15499	saMDita	Su-	susaMDita
15503	saMDyA	Agra-	agrasaMDyA
15503	saMDyA	Upa-saṃdhya + m	upasaMDyam
15503	saMDyA	Tri-saṃdhya	trisaMDya
15503	saMDyA	Sa-saṃdhya	sasaMDya
15509	saMnahana	Sarva-	sarvasaMnahana
15511	saMnAha	Vi-	visaMnAha
15511	saMnAha	Sarva-	sarvasaMnAha
15516	saMniDAna	Kula-saṃnidhi	kulasaMniDi
15522	saMniveSa	Bhūmi-	BUmisaMniveSa
15522	saMniveSa	Samāja-	samAjasaMniveSa
15530	sapatna	A-	asapatna
15536	saptaka	Saptasaptaka	saptasaptaka
15538	saptati	Eka-	ekasaptati
15538	saptati	Drā-	drAsaptati
15538	saptati	Pañcas˚	paYcas˚
15538	saptati	Saptas˚	saptas˚
15538	saptati	Śuka-	Sukasaptati
15539	saptatitama	Dvi-	dvisaptatitama
15539	saptatitama	Tri-	trisaptatitama
15539	saptatitama	Catuḥs˚	catuHs˚
15539	saptatitama	Navas˚	navas˚
15542	saptaDA	Dvi-	dvisaptaDA
15543	saptan	Tri-	trisaptan
15543	saptan	Pañcasaptan	paYcasaptan
15543	saptan	Saptasaptan	saptasaptan
15547	sapti	Saptasapti	saptasapti
15547	sapti	Sita-	sitasapti
15551	saBA	Rājasabhā	rAjasaBA
15551	saBA	Strī-sabha	strIsaBa
15551	saBA	Hrasva-sabhā	hrasvasaBA
15561	sama	A-	asama
15561	sama	Catuḥsama	catuHsama
15563	samagra	A-	asamagra
15568	samaYjasa	A-	asamaYjasa
15582	samaya	Ṛtu-	ftusamaya
15582	samaya	Yathā-samaya + m	yaTAsamayam
15582	samaya	Lagna-	lagnasamaya
15586	samarTa	A-	asamarTa
15586	samarTa	Ati-	atisamarTa
15594	samavAyin	A-	asamavAyin
15607	samAgama	Dhūrta-	DUrtasamAgama
15609	samAcAra	Mokṣa-kriyā-	mokzakriyAsamAcAra
15609	samAcAra	Vṛthā-kula-	vfTAkulasamAcAra
15609	samAcAra	Sādhu-	sADusamAcAra
15610	samAja	Dyūta-	dyUtasamAja
15610	samAja	Prekṣā-	prekzAsamAja
15626	samAmnAya	Paśu-	paSusamAmnAya
15666	samIkza	A-samīkṣa + m	asamIkzam
15672	samIpatas	Asmad-	asmadsamIpatas
15672	samIpatas	Deva-rāja-	devarAjasamIpatas
15692	samutsuka	Pari-	parisamutsuka
15695	samutseDa	Haima-citra-	hEmacitrasamutseDa
15706	samudBava	Kula-	kulasamudBava
15706	samudBava	Majja-samudbhava	majjasamudBava
15706	samudBava	Mad-bandhana-	madbanDanasamudBava
15706	samudBava	Vahni-dāha-	vahnidAhasamudBava
15706	samudBava	Sārtha-bhraṃśa-	sArTaBraMSasamudBava
15708	samudra	Kṣāra-	kzArasamudra
15708	samudra	Kṣīra-	kzIrasamudra
15708	samudra	Saṃsāra-	saMsArasamudra
15721	samUha	Dāyāda-	dAyAdasamUha
15721	samUha	Śastra-	SastrasamUha
15723	samfdDi	A-	asamfdDi
15727	saMpatti	A-	asaMpatti
15727	saMpatti	Dhana-	DanasaMpatti
15727	saMpatti	Rūpa-	rUpasaMpatti
15735	saMpAta	Dhārā-	DArAsaMpAta
15735	saMpAta	Nis-	nissaMpAta
15735	saMpAta	Vṛṣṭi-	vfzwisaMpAta
15762	saMprahAra	Dvaṃdva-	dvaMdvasaMprahAra
15769	saMbanDa	Saptati-	saptatisaMbanDa
15769	saMbanDa	Su-	susaMbanDa
15769	saMbanDa	Strī-	strIsaMbanDa
15774	saMbADa	A-	asaMbADa
15774	saMbADa	Abhi-	aBisaMbADa
15774	saMbADa	Ā-	AsaMbADa
15774	saMbADa	Nis-	nissaMbADa
15774	saMbADa	Śara-	SarasaMbADa
15774	saMbADa	Hastyaśvaratha-	hastyaSvaraTasaMbADa
15779	saMBava	A-	asaMBava
15779	saMBava	Apunaḥsambhava	apunaHsamBava
15779	saMBava	Asthi-	asTisaMBava
15779	saMBava	Ātmasambhava-	AtmasamBavasaMBava
15779	saMBava	Ūru-	UrusaMBava
15779	saMBava	Kumbha-	kumBasaMBava
15779	saMBava	Garbha-	garBasaMBava
15779	saMBava	Dadhi-	daDisaMBava
15779	saMBava	Deva-yajana-	devayajanasaMBava
15779	saMBava	Padma-	padmasaMBava
15779	saMBava	Paulomī-	pOlomIsaMBava
15779	saMBava	Mānuṣa-	mAnuzasaMBava
15779	saMBava	Viśāla-kula-	viSAlakulasaMBava
15779	saMBava	Sura-ari-	surArisaMBava
15781	saMBAvana	Sarpatva-	sarpatvasaMBAvana
